1,2,3,4,5,6,7,8,9,y
1,-2.0213,2.3119,-2.2553,1.5734,-0.60881,0.012502,0.27403,-0.14598,one
1,-2.1557,2.3073,-1.9101,1.1966,-0.60419,0.35501,-0.063456,-0.041384,one
1,-2.0134,1.8836,-1.5103,1.0288,-0.53037,0.26941,0.06017,-0.11454,one
1,-2.5166,2.46,-1.256,0.78988,-1.3014,1.4989,-0.78974,0.14324,one
1,-2.0008,1.7403,-1.8381,2.0426,-1.655,1.5249,-1.0631,0.29254,one
1,-3.0691,4.7314,-5.6312,5.672,-4.6707,3.264,-1.7513,0.46826,one
1,-3.641,6.7873,-9.0761,9.3885,-7.4754,4.6806,-2.2087,0.55985,one
1,-2.9762,4.6054,-5.3333,4.7078,-3.1236,1.7553,-0.87729,0.25837,one
1,-2.9017,4.2297,-4.7709,4.5084,-3.5311,2.6252,-1.7097,0.56667,one
1,-3.1004,4.8344,-5.4152,4.6672,-2.9714,1.4888,-0.59715,0.11872,one
1,-1.7024,1.0789,-0.86208,0.42677,0.12427,0.20096,-0.15945,-0.071007,one
1,-1.669,1.0218,-0.61613,0.57339,-0.71142,0.66432,-0.14117,-0.031264,one
1,-1.1975,0.2418,0.021858,0.05896,-0.46872,0.76243,-0.18497,-0.11239,one
1,-3.1557,4.6652,-4.2566,2.6228,-1.3439,0.76918,-0.36286,0.086012,one
1,-2.6195,2.6688,-1.4203,0.72417,-1.0232,1.3091,-0.7822,0.15404,one
1,-2.045,1.7527,-1.0464,0.57979,-0.55396,0.60076,-0.33596,0.10024,one
1,-1.9655,1.5884,-0.84032,0.25601,-0.20869,0.41535,-0.25039,0.06171,one
1,-1.9413,1.6371,-1.0277,0.44057,-0.33207,0.48006,-0.23378,0.025468,one
1,-2.1032,1.8511,-0.97282,0.29846,-0.37142,0.74465,-0.62328,0.22261,one
1,-2.0422,1.664,-0.8,0.18036,-0.023431,0.17473,-0.13976,0.044506,one
1,-2.4776,3.3148,-3.6154,3.5319,-3.0989,2.1503,-0.84752,0.12124,one
1,-2.3087,2.8471,-2.8152,2.5154,-2.2059,1.6506,-0.68604,0.10348,one
1,-2.631,3.4684,-3.4645,3.112,-2.7088,2.1923,-1.1964,0.28574,one
1,-1.2263,0.60018,-0.57456,0.74119,-0.44931,0.62797,-0.64865,0.2301,one
1,-3.133,3.7466,-1.9862,0.81034,-1.1725,1.1374,-0.42132,0.041434,one
1,-2.2719,2.1254,-1.4997,1.1416,-0.8803,0.94025,-0.76481,0.22835,one
1,-1.7856,0.98708,-0.54359,0.63424,-0.57832,0.53676,-0.27158,0.03614,one
1,-1.7888,1.0696,-0.64153,0.73149,-0.59035,0.57031,-0.54384,0.21454,one
1,-2.3794,2.39,-1.3354,0.49649,-0.30199,0.6239,-0.64977,0.25453,one
1,-1.5911,0.21602,0.083435,1.2917,-1.1726,0.13347,-0.11786,0.20987,one
1,-2.2108,1.8678,-1.0421,0.99728,-1.3193,1.388,-0.88557,0.22983,one
1,-2.8685,4.3624,-5.6292,6.0744,-4.9337,3.2863,-1.7365,0.47775,one
1,-3.1414,5.1124,-6.1787,5.9059,-4.2597,2.3714,-1.0301,0.2498,one
1,-3.2365,5.1593,-5.8485,5.2062,-3.4486,1.6878,-0.6713,0.17552,one
1,-2.1601,2.1352,-0.88735,-0.22889,-0.062424,0.90216,-0.89774,0.39413,one
1,-2.3982,2.7184,-1.5434,0.033985,0.27719,0.3129,-0.52942,0.28895,one
1,-2.2014,2.0101,-1.3619,0.87296,-0.53759,0.4704,-0.32471,0.098522,one
1,-2.2182,1.8523,-0.77658,0.19158,-0.37052,0.7918,-0.57508,0.12419,one
1,-2.8473,3.2853,-1.9775,0.60639,-0.28785,0.6903,-0.68054,0.22072,one
1,-2.6835,2.8767,-1.4689,0.1671,-0.11344,0.80799,-0.86572,0.29543,one
1,-2.4982,2.1141,-0.6128,0.33425,-1.0827,1.4273,-0.91525,0.2419,one
1,-3.0365,4.1669,-3.0685,0.58177,1.0721,-0.99521,0.40368,-0.1031,one
1,-2.6494,2.6225,-0.63127,-0.92382,0.32596,1.0206,-1.0377,0.29414,one
1,-3.3798,5.4275,-6.041,5.925,-5.3605,4.0013,-2.0651,0.54001,one
1,-3.5375,6.0187,-7.062,6.8076,-5.438,3.4108,-1.5669,0.40759,one
1,-1.5314,0.90197,-0.557,0.42872,-0.56776,0.54103,-0.17725,0.08439,one
1,-3.193,5.2369,-6.2167,6.1172,-5.2594,3.7461,-1.8322,0.46108,one
1,-3.3169,5.7942,-7.3266,7.1438,-5.4928,3.3495,-1.4377,0.32314,one
1,-2.8896,3.5229,-3.0158,2.6625,-1.549,-0.22743,0.80496,-0.29236,one
1,-2.9747,4.8998,-6.2082,6.179,-4.8654,3.1151,-1.3408,0.24727,one
1,-2.9024,4.1849,-4.5505,4.3061,-3.7155,2.8313,-1.4318,0.30186,one
1,-1.4976,0.64633,-0.42028,1.2142,-1.2544,0.49492,-0.20599,0.19503,one
1,-1.681,1.6063,-1.7689,1.8901,-1.326,0.86867,-0.80398,0.26006,one
1,-2.8554,3.9744,-4.4709,4.585,-4.0052,3.1942,-1.9538,0.55647,one
1,-2.7154,2.6558,-1.2599,0.87854,-1.1521,0.74992,-0.0575,-0.086964,one
1,-2.5454,2.6731,-1.5625,0.27356,0.86982,-1.0072,0.27065,0.073994,one
1,-2.7602,3.3952,-2.6412,1.2624,0.23889,-0.7678,0.28341,0.031596,one
1,-2.8336,3.6577,-3.7066,3.4754,-2.3847,1.3492,-0.81398,0.28308,one
1,-3.2484,4.8093,-4.8277,4.1217,-2.9905,1.7817,-0.86799,0.24729,one
1,-1.8363,1.205,-0.52396,0.23601,-0.090712,0.53816,-0.69052,0.24596,one
1,-1.6705,0.88728,-0.56276,0.62438,-0.41498,0.5471,-0.46686,0.12377,one
1,-2.3964,2.5862,-1.9045,1.0428,-0.45545,0.53791,-0.56754,0.22416,one
1,-2.4556,2.7575,-2.3866,2.1057,-1.6082,1.081,-0.63541,0.21761,one
1,-2.4731,2.6104,-2.1313,2.0336,-1.5916,0.9573,-0.53366,0.18712,one
1,-2.584,2.6194,-1.4887,0.93157,-0.81198,0.61286,-0.39492,0.14692,one
1,-3.8324,7.0108,-8.8552,9.1405,-7.9182,5.4165,-2.5175,0.56439,one
1,-2.134,1.3179,-0.31259,0.84254,-1.2285,0.51562,0.13083,-0.11969,one
1,-2.2744,1.5905,-0.44503,0.89888,-1.5081,0.94079,-0.13762,-0.053445,one
1,-2.5732,3.1182,-2.5406,1.2164,-0.082063,-0.31844,0.35337,-0.14653,one
1,-2.0904,0.97115,0.41107,0.0078972,-0.56474,0.69022,-0.71608,0.31404,one
1,-2.6136,3.211,-3.0846,2.7341,-1.6504,0.68224,-0.41205,0.20689,one
1,-2.7129,3.4206,-3.0454,2.0727,-0.73373,-0.13098,0.24253,-0.073801,one
1,-2.7268,3.4087,-3.113,2.5568,-1.483,0.5007,-0.1813,0.088145,one
1,-2.4565,2.7211,-2.2589,1.8663,-1.1142,0.47223,-0.3185,0.17428,one
1,-2.6283,3.3011,-3.0855,2.4846,-1.3126,0.33252,-0.094242,0.089181,one
1,-2.5183,2.4814,-1.5271,1.0688,-1.1577,1.3752,-0.95767,0.25193,one
1,-3.0175,3.9166,-3.0174,1.8935,-1.6217,1.9336,-1.5986,0.55619,one
1,-3.1154,4.944,-5.6269,4.8238,-2.9999,1.2657,-0.23937,-0.0352,one
1,-2.5453,2.8874,-2.1552,1.3823,-1.164,1.051,-0.43775,0.0081691,one
1,-3.0893,4.6498,-4.3924,2.6302,-1.0295,0.4654,-0.28101,0.091138,one
1,-1.9452,1.2215,-0.54846,0.7467,-0.7052,0.57822,-0.42228,0.11119,one
1,-2.4024,2.1363,-0.93305,0.71596,-1.0582,0.87427,-0.31883,0.023356,one
1,-2.0906,1.5244,-0.66388,0.69623,-0.82236,0.74568,-0.42615,0.062804,one
1,-2.465,2.0907,-1.0646,1.1065,-0.99781,0.65451,-0.60975,0.29619,one
1,-2.5367,2.9886,-2.7839,2.4559,-1.8846,1.5992,-1.2064,0.40946,one
1,-2.8006,3.7593,-3.7287,3.2488,-2.6925,2.2533,-1.402,0.39814,one
1,-1.1361,0.01919,-0.18308,0.84508,-0.40621,0.2388,-0.44072,0.23731,one
1,-1.4973,0.58815,-0.4738,0.4581,0.010082,-0.09149,0.12364,-0.11678,one
1,-1.6302,0.86593,-0.60177,0.60716,-0.5029,0.53262,-0.34347,0.1037,one
1,-1.3121,0.31548,-0.5155,0.76636,-0.33146,0.18973,0.0033869,-0.060178,one
1,-1.5362,0.87951,-0.94897,0.81255,-0.32504,0.39946,-0.34974,0.13099,one
1,-2.1669,1.7987,-1.1192,1.1349,-1.3627,1.299,-0.64143,0.084993,one
1,-2.3137,2.2977,-1.7943,1.6987,-1.5677,1.1801,-0.57254,0.12048,one
1,-2.6346,3.5976,-3.5654,2.7771,-1.6189,0.81556,-0.39429,0.11852,one
1,-1.9473,1.2937,-0.76145,1.2848,-1.4645,1.004,-0.48005,0.14061,one
1,-1.4843,0.40608,-0.52004,1.3639,-0.84169,0.34674,-0.46163,0.25732,one
1,-2.076,1.8154,-1.4243,1.3887,-1.3514,1.3667,-0.80278,0.15017,one
1,-2.1493,2.1625,-2.1485,1.9429,-1.1183,0.69743,-0.37814,0.045767,one
1,-1.8492,1.535,-1.4343,1.3352,-0.69514,0.3825,-0.22016,0.057589,one
1,-2.3007,2.1496,-1.1325,0.71559,-1.1448,1.5073,-0.92363,0.19565,one
1,-2.3956,2.5861,-2.1609,2.0491,-1.8435,1.1566,-0.43238,0.12012,one
1,-2.4355,2.4909,-1.8324,1.6149,-1.5703,1.1603,-0.46693,0.082995,one
1,-2.5278,2.7497,-1.9111,1.577,-1.9729,1.9566,-1.1239,0.32629,one
1,-2.4563,2.6211,-1.6524,0.90957,-1.176,1.6042,-1.1506,0.37562,one
1,-2.1702,1.7047,-0.8618,1.1871,-1.5786,0.96555,-0.2572,0.074507,one
1,-3.2887,5.4358,-6.3546,5.6932,-3.9193,2.286,-1.1783,0.34297,one
1,-2.5841,2.8368,-2.1633,1.5273,-1.1131,1.1349,-0.91933,0.30173,one
1,-2.5841,2.8368,-2.1633,1.5273,-1.1131,1.1349,-0.91933,0.30173,one
1,-2.7477,2.7995,-1.1813,0.62195,-1.2916,1.2876,-0.53248,0.065403,one
1,-2.8416,3.1497,-1.6228,0.79537,-1.3095,1.4861,-0.79549,0.16434,one
1,-2.3547,1.8705,-0.52259,0.015091,-0.041032,0.23492,-0.34289,0.14363,one
1,-1.5061,0.58504,-0.36351,0.54419,-0.5926,0.6948,-0.341,0.0036847,one
1,-2.7453,3.6049,-3.002,1.3641,0.15227,-0.52135,0.20033,0.016581,one
1,-2.3639,2.5516,-1.6555,0.60255,-0.086641,0.32291,-0.53181,0.25779,one
1,-2.8504,3.9268,-3.6989,2.5913,-1.1728,0.19139,0.051107,0.011756,one
1,-3.115,4.4201,-4.0651,2.7792,-1.5061,1.0229,-0.77343,0.26712,one
1,-3.2048,4.6746,-4.2777,2.7732,-1.4308,0.97298,-0.71474,0.23229,one
1,-2.8505,3.1507,-1.4895,-0.15086,0.57064,0.085143,-0.55037,0.2609,one
1,-2.4495,3.0562,-3.2471,3.2015,-2.512,1.7757,-1.0614,0.31971,one
1,-1.9312,1.4592,-1.1875,1.2327,-1.2938,1.2458,-0.43304,-0.061707,one
1,-2.4919,2.719,-2.3401,1.8717,-0.96723,0.41389,-0.29787,0.12807,one
1,-2.4359,3.0403,-3.3992,3.6321,-3.0589,2.3293,-1.4948,0.50069,one
1,-1.2632,0.16386,-0.03119,0.10992,-0.2017,0.55618,-0.38724,0.10469,one
1,-3.3891,5.9225,-7.4088,7.3366,-5.7879,3.47,-1.4205,0.29854,one
1,-2.902,4.2628,-4.4826,3.7216,-2.295,0.8623,-0.10054,-0.028943,one
1,-1.9599,1.5806,-0.84239,0.39135,0.047997,-0.19654,-0.034394,0.12088,one
1,-3.4207,6.1863,-7.9796,7.9574,-6.1191,3.4831,-1.3357,0.26456,one
1,-3.2333,5.3699,-6.4096,6.0193,-4.4842,2.6408,-1.1391,0.26294,one
1,-2.0889,1.9138,-1.4353,1.2064,-1.3527,1.3008,-0.44463,-0.039773,one
1,-2.2246,2.2425,-1.7238,1.3315,-1.3453,1.2208,-0.405,-0.034876,one
1,-2.3964,2.8234,-2.3055,1.5014,-1.251,1.2156,-0.63926,0.15151,one
1,-1.4007,0.93422,-0.85182,0.65952,-0.51594,0.43208,0.053618,-0.09043,one
1,-2.9201,3.8645,-3.3463,2.4613,-1.9673,1.5567,-0.76345,0.14615,one
1,-2.119,1.8326,-1.111,0.72883,-1.0215,1.4215,-0.82832,0.14897,one
1,-2.0469,1.1872,0.29536,-0.87706,0.37561,0.97089,-1.4627,0.59549,one
1,-2.2364,1.4468,0.38575,-0.86572,0.054191,0.62602,-0.54186,0.18015,one
1,-2.7513,3.0436,-2.1189,1.3208,-0.70225,0.64971,-0.75014,0.31974,one
1,-2.8673,3.7397,-3.2428,2.0002,-0.82136,0.22568,0.057085,-0.079526,one
1,-2.5616,2.7079,-1.8036,1.0901,-0.68351,0.59868,-0.52388,0.2038,one
1,-2.831,3.3649,-2.4285,1.169,-0.44708,0.75678,-0.92991,0.3574,one
1,-2.4546,2.3832,-1.4043,0.67346,-0.49955,0.97543,-1.0237,0.36703,one
1,-2.2442,2.1278,-1.6529,0.9919,-0.12505,-0.22885,0.36314,-0.22234,one
1,-2.2766,1.9547,-1.1893,0.69153,-0.22518,0.27086,-0.26792,0.049182,one
1,-2.6228,2.4781,-1.0481,0.49985,-0.81856,1.2012,-1.0152,0.34631,one
1,-1.8555,0.5548,0.5875,0.089983,-0.60234,0.29921,-0.014365,-0.026006,one
