1,2,3,4,y
1,-2.4722,2.1147,-0.61392,one
1,-2.3837,2.0335,-0.59901,one
1,-2.4132,1.9914,-0.54868,one
1,-2.5398,2.2285,-0.66524,one
1,-0.88249,0.086949,-0.13724,one
1,-2.3043,1.8931,-0.57034,one
1,-2.0805,1.7253,-0.63132,one
1,-2.1651,1.8126,-0.61836,one
1,-2.3048,1.9175,-0.59653,one
1,-2.2302,1.8692,-0.62548,one
1,-1.4915,0.11355,0.38263,one
1,-2.509,2.2205,-0.67591,one
1,-1.8854,0.95726,-0.028854,one
1,-1.3004,0.32527,0.083402,one
1,-1.7721,0.9416,-0.15034,one
1,-1.7523,1.025,-0.25612,one
1,-2.1086,1.6541,-0.49541,one
1,-1.9487,1.0798,-0.11743,one
1,-2.4135,2.0388,-0.60415,one
1,-1.8614,1.5282,-0.65544,one
1,-1.8805,1.6992,-0.78872,one
1,-1.9374,1.6951,-0.74688,one
1,-1.8433,1.6531,-0.78961,one
1,-1.8576,1.6641,-0.79127,one
1,-2.49,2.0906,-0.58843,one
1,-2.4902,2.0899,-0.58691,one
1,-2.2211,1.6461,-0.38993,one
1,-2.2348,1.765,-0.48663,one
1,-2.4176,1.9632,-0.52984,one
1,-1.8123,1.3811,-0.51976,one
1,-2.4237,2.1252,-0.6815,one
1,-2.1007,1.7394,-0.59515,one
1,-2.0384,1.671,-0.56057,one
1,-1.9285,1.6081,-0.59567,one
1,-2.0948,1.7751,-0.60222,one
1,-2.0951,1.7391,-0.57825,one
1,-2.1566,1.8217,-0.61812,one
1,-1.8417,1.1925,-0.32075,one
1,-1.9887,1.142,-0.13707,one
1,-1.8729,0.93866,-0.047725,one
1,-2.1423,1.7418,-0.58648,one
1,-2.0854,1.5498,-0.38837,one
1,-1.6016,0.63573,0.10577,one
1,-2.2183,1.7651,-0.4992,one
1,-1.7186,0.81332,0.019408,one
1,-2.2512,1.7183,-0.41947,one
1,-1.9228,1.0601,-0.11895,one
1,-2.1305,1.459,-0.30737,one
1,-2.0648,1.3334,-0.24324,one
1,-2.5965,2.3973,-0.78634,one
1,-1.788,0.8847,-0.067033,one
1,-1.7499,1.1563,-0.30116,one
1,-1.8722,1.1937,-0.22708,one
1,-2.3552,1.9618,-0.56415,one
1,-2.0679,1.468,-0.33212,one
1,-2.0226,1.5317,-0.42785,one
1,-1.7296,0.88171,-0.072754,one
1,-1.6881,0.87776,-0.13167,one
1,-2.3484,1.9839,-0.5928,one
1,-1.8307,0.79042,0.057803,one
1,-1.9998,1.1315,-0.11287,one
1,-1.6514,0.98833,-0.2287,one
1,-2.205,1.8287,-0.5621,one
1,-2.3979,1.9631,-0.53429,one
1,-2.3161,1.8892,-0.53769,one
1,-2.161,1.6053,-0.39936,one
1,-2.2323,1.7257,-0.46292,one
1,-2.1547,1.6348,-0.44473,one
1,-2.159,1.5988,-0.39538,one
1,-1.568,0.38484,0.19944,one
1,-1.7432,0.69349,0.07995,one
1,-1.8828,1.0144,-0.10138,one
1,-1.643,0.49337,0.18925,one
1,-1.3915,0.0037806,0.41717,one
1,-1.7569,1.4599,-0.68894,one
1,-1.2111,0.55167,-0.33916,one
1,-2.1749,1.5938,-0.37077,one
1,-2.3296,1.8893,-0.5184,one
1,-2.2671,1.7713,-0.47174,one
1,-2.1455,1.5652,-0.3693,one
1,-2.0162,1.3886,-0.30387,one
1,-1.9662,1.2834,-0.26193,one
1,-1.9905,1.3075,-0.25722,one
1,-2.0316,1.4379,-0.34956,one
1,-1.8431,1.2353,-0.31895,one
1,-1.7313,1.3314,-0.51273,one
1,-2.202,1.6884,-0.43206,one
1,-1.8982,1.3151,-0.38313,one
1,-2.0241,1.1901,-0.15212,one
1,-2.0748,1.327,-0.24079,one
1,-2.0411,1.4432,-0.34714,one
1,-2.275,1.8141,-0.5131,one
1,-2.1572,1.6773,-0.46607,one
1,-2.0824,1.5261,-0.38208,one
1,-2.2816,1.8974,-0.58346,one
1,-2.6833,2.5338,-0.83615,one
1,-2.606,2.4276,-0.80281,one
1,-1.9616,1.2742,-0.24669,one
1,-2.5495,2.2076,-0.64111,one
1,-1.118,-0.15518,0.37766,one
1,-2.5429,2.1939,-0.63278,one
1,-2.4578,2.0413,-0.56426,one
1,-2.5281,2.1659,-0.61958,one
1,-2.3933,1.9449,-0.52764,one
1,-2.6906,2.4857,-0.78511,one
1,-1.6396,1.0286,-0.29272,one
1,-1.9468,1.3508,-0.32262,one
1,-1.6936,1.0835,-0.29517,one
1,-1.9774,1.375,-0.31265,one
1,-2.4199,2.0532,-0.62293,one
1,-1.9341,1.5505,-0.58945,one
1,-1.8463,1.4008,-0.52727,one
1,-1.953,1.2673,-0.23266,one
1,-2.1756,1.7417,-0.5386,one
1,-1.88,1.159,-0.20833,one
1,-2.5252,2.2433,-0.6882,one
1,-2.5904,2.3808,-0.76681,one
1,-1.964,1.1509,-0.12916,one
1,-1.4825,0.96311,-0.19822,one
1,-1.7868,1.467,-0.46721,one
1,-1.8785,1.6517,-0.70783,one
1,-1.6927,1.3728,-0.51617,one
1,-2.0419,1.5065,-0.37363,one
1,-1.8548,1.2737,-0.32225,one
1,-2.2654,2.0177,-0.73119,one
1,-2.1815,1.5885,-0.37458,one
1,-2.16,1.6919,-0.50755,one
1,-2.2218,1.6703,-0.42785,one
1,-1.7875,1.1016,-0.29143,one
1,-1.811,1.1614,-0.33837,one
1,-2.1085,1.5176,-0.38935,one
1,-2.1815,1.5679,-0.37069,one
1,-2.161,1.574,-0.39199,one
1,-2.1425,1.5351,-0.37605,one
1,-2.3062,1.7441,-0.42015,one
1,-2.2053,1.7132,-0.45351,one
1,-1.9922,1.4123,-0.3538,one
1,-1.9952,1.3985,-0.33045,one
1,-2.1196,1.4979,-0.34621,one
1,-2.4779,2.2058,-0.70877,one
1,-2.4818,2.1465,-0.64614,one
1,-2.0372,1.375,-0.28054,one
1,-1.8497,0.95049,-0.016602,one
1,-2.1352,1.5702,-0.38949,one
1,-1.9704,1.3138,-0.25001,one
1,-1.7557,1.2644,-0.4483,one
1,-1.7461,1.1096,-0.2465,one
1,-1.9366,1.6085,-0.55737,one
1,-1.5295,1.1349,-0.45629,one
1,-1.9572,1.4724,-0.43349,one
1,-2.4227,2.02,-0.57651,one
1,-1.213,0.27477,0.01436,one
1,-1.7635,1.0475,-0.19204,one
1,-1.5568,0.82613,-0.16978,one
1,-1.7056,1.0286,-0.22952,one
1,-1.7016,1.1181,-0.32454,one
1,-1.8102,1.3392,-0.45219,one
1,-2.2688,1.6905,-0.40581,one
1,-2.1216,1.4903,-0.34774,one
1,-2.4025,1.9605,-0.55221,one
1,-2.6961,2.4784,-0.77648,one
1,-2.6099,2.3525,-0.73395,one
1,-2.36,1.9129,-0.54271,one
1,-2.514,2.1644,-0.63518,one
1,-2.4321,2.0838,-0.6283,one
1,-2.1686,1.5567,-0.34485,one
1,-1.744,0.97073,-0.15959,one
1,-1.7916,0.83994,-0.018078,one
1,-2.4591,2.0985,-0.62108,one
1,-2.5994,2.3703,-0.76739,one
1,-1.8063,1.4587,-0.57769,one
1,-1.8989,1.3045,-0.31426,one
1,-2.0452,1.5043,-0.38361,one
1,-1.4951,1.2401,-0.60856,one
1,-1.847,0.99936,-0.09387,one
1,-2.0252,1.2962,-0.24004,one
1,-2.0463,1.3314,-0.26389,one
1,-1.6662,1.1435,-0.31206,one
1,-1.9193,1.4487,-0.412,one
1,-1.8087,1.2391,-0.28958,one
1,-1.9609,1.0827,-0.095525,one
1,-2.1458,1.5078,-0.2993,one
1,-1.9316,1.0339,-0.037238,one
1,-1.3175,0.10355,0.23413,one
1,-1.2017,0.3515,-0.13001,one
1,-1.3664,0.16906,0.21617,one
1,-1.2197,0.021882,0.22004,one
1,-1.2754,0.065373,0.22494,one
1,-1.784,0.86859,-0.033525,one
1,-1.8846,1.3797,-0.4672,one
1,-1.5924,0.62527,0.016361,one
1,-2.1302,1.5768,-0.41131,one
1,-2.0895,1.5218,-0.40045,one
1,-1.6215,0.95834,-0.24573,one
1,-1.7511,1.3081,-0.4357,one
1,-1.9318,1.3541,-0.37851,one
1,-1.3695,0.55992,-0.0078419,one
1,-2.0574,1.4687,-0.34935,one
1,-2.1508,1.7168,-0.49641,one
1,-2.3342,1.9818,-0.60362,one
1,-2.043,1.4576,-0.37754,one
1,-2.26,1.9538,-0.66695,one
1,-2.0159,1.3293,-0.26742,one
1,-2.11,1.5568,-0.40466,one
1,-2.2379,1.7237,-0.45185,one
1,-2.2076,1.6812,-0.44325,one
1,-2.0986,1.4998,-0.36099,one
1,-2.3274,1.8847,-0.52587,one
1,-1.5392,0.60332,-0.0080803,one
1,-1.9404,1.1212,-0.14578,one
1,-1.933,1.0806,-0.10612,one
1,-1.9064,1.0815,-0.12135,one
