1,2,3,4,5,6,7,y
1,-2.6926,3.4109,-3.2288,2.6995,-1.5161,0.38073,one
1,-2.7199,3.477,-3.2176,2.3748,-1.1117,0.23785,one
1,-2.7538,3.4757,-3.1566,2.5375,-1.4249,0.36567,one
1,-2.508,2.8418,-2.3389,1.8538,-1.0643,0.28147,one
1,-2.7002,3.5155,-3.382,2.759,-1.5424,0.4199,one
1,-2.4463,2.2646,-1.163,0.4523,-0.043746,-0.043411,one
1,-3.0818,4.1596,-3.2464,1.5912,-0.39786,0.0010111,one
1,-2.989,4.415,-4.5477,3.4105,-1.6591,0.39692,one
1,-2.5583,2.9063,-1.9054,0.57656,0.065346,-0.039308,one
1,-3.0894,4.6463,-4.3359,2.4129,-0.63696,0.043659,one
1,-1.9117,1.0827,-0.35105,0.59877,-0.42646,0.049225,one
1,-2.3412,1.9814,-0.77874,0.49491,-0.5161,0.20941,one
1,-2.0593,1.3716,-0.46114,0.51858,-0.37774,0.042926,one
1,-2.5536,2.2165,-0.97251,0.98195,-1.0405,0.37554,one
1,-2.4633,2.7346,-2.1539,1.3085,-0.34377,-0.045201,one
1,-2.6685,3.295,-2.6759,1.4111,-0.31183,-0.010973,one
1,-1.0837,-0.11314,0.033079,0.689,-0.40493,0.051718,one
1,-1.5087,0.58464,-0.45345,0.49512,-0.015516,-0.10146,one
1,-1.5821,0.76477,-0.47331,0.46666,-0.31044,0.16868,one
1,-1.3083,0.30223,-0.4783,0.77916,-0.34087,0.11025,one
1,-1.5071,0.8297,-0.83267,0.59262,-0.078864,0.061486,one
1,-2.0258,1.4121,-0.6713,0.73683,-0.62642,0.22142,one
1,-2.2001,1.9519,-1.2919,1.1309,-0.78953,0.26068,one
1,-2.6099,3.4739,-3.2374,2.2134,-0.92426,0.17753,one
1,-1.8219,0.92535,-0.345,1.0538,-1.1902,0.45534,one
1,-1.4507,0.27663,-0.2341,1.0648,-0.73445,0.1356,one
1,-1.9238,1.4214,-0.86005,0.77538,-0.44978,0.15286,one
1,-2.1362,2.0062,-1.7157,1.3768,-0.45961,0.0008125,one
1,-1.8328,1.467,-1.2715,1.1174,-0.44727,0.086051,one
1,-2.1753,1.9217,-0.85804,0.17605,-0.013821,0.058965,one
1,-2.3016,2.2967,-1.7368,1.5745,-1.2701,0.52059,one
1,-2.3224,2.1859,-1.4171,1.1133,-0.8452,0.34093,one
1,-2.2768,2.0917,-1.1492,0.80439,-0.80995,0.42364,one
1,-2.3292,2.3436,-1.3276,0.3088,-0.024423,0.10324,one
1,-2.1014,1.5096,-0.6482,1.0425,-1.3779,0.64139,one
1,-3.2524,5.1762,-5.454,3.9277,-1.6761,0.29212,one
1,-2.5508,2.7308,-1.8745,0.88533,-0.08701,-0.084981,one
1,-2.5508,2.7308,-1.8745,0.88533,-0.08701,-0.084981,one
1,-2.6661,2.6242,-1.0231,0.22129,-0.28981,0.16469,one
1,-2.7653,2.9619,-1.3725,0.21973,-0.071727,0.061762,one
1,-2.3542,1.8757,-0.52753,0.010673,0.043712,-0.045704,one
1,-1.4339,0.43285,-0.20221,0.47436,-0.44607,0.21166,one
1,-2.7742,3.7943,-3.55,2.2149,-0.73099,0.10095,one
1,-2.3719,2.632,-1.8016,0.62881,0.14557,-0.16156,one
1,-2.8843,4.0497,-3.9305,2.8938,-1.4722,0.38934,one
1,-3.1337,4.5121,-4.0991,2.4522,-0.73751,0.027976,one
1,-3.2115,4.7215,-4.2452,2.3838,-0.61029,-0.0185,one
1,-2.8639,3.2848,-1.8111,0.25608,0.34786,-0.19658,one
1,-2.2952,2.5034,-2.1798,1.7504,-0.86584,0.1782,one
1,-1.7641,1.1278,-0.78526,0.87847,-0.74713,0.36306,one
1,-2.4973,2.7264,-2.2901,1.7087,-0.73765,0.12079,one
1,-2.1459,2.1222,-1.8538,1.7395,-1.0316,0.28902,one
1,-1.1737,0.058995,0.016569,0.10377,-0.18542,0.24239,one
1,-3.026,4.5115,-4.6347,3.57,-1.9013,0.51039,one
1,-2.8214,3.9789,-3.9808,3.0973,-1.6919,0.46542,one
1,-1.9879,1.6674,-0.97365,0.54925,-0.19063,0.015191,one
1,-3.0282,4.6658,-4.9968,3.9784,-2.1488,0.58289,one
1,-3.0343,4.5255,-4.581,3.3441,-1.6019,0.37817,one
1,-1.9164,1.6961,-1.1481,0.64958,-0.51555,0.36625,one
1,-2.1042,2.0976,-1.4433,0.68224,-0.39364,0.28392,one
1,-2.3102,2.6523,-1.9531,0.75174,-0.17322,0.1533,one
1,-1.3765,0.94239,-0.85713,0.66196,-0.52845,0.41944,one
1,-2.8595,3.6258,-2.7072,1.2161,-0.26309,0.02985,one
1,-1.9653,1.653,-0.89371,0.16576,-0.0087052,0.14416,one
1,-1.9451,1.237,-0.11263,-0.59225,0.77671,-0.32573,one
1,-2.2017,1.4055,0.28919,-0.69202,0.18609,0.061363,one
1,-2.8038,3.2301,-2.3025,1.3331,-0.49372,0.044326,one
1,-2.8755,3.7043,-3.0455,1.6491,-0.44886,0.031736,one
1,-2.5611,2.6973,-1.7347,0.90227,-0.32449,0.043956,one
1,-2.8417,3.5335,-2.7057,1.1153,0.1507,-0.2443,one
1,-2.435,2.3912,-1.3686,0.29846,0.3576,-0.2291,one
1,-2.2859,2.1549,-1.6189,1.0441,-0.21024,-0.069728,one
1,-2.2977,1.9681,-1.1051,0.48636,0.14056,-0.18404,one
1,-2.5713,2.3144,-0.83611,0.26969,-0.23644,0.077351,one
1,-1.8447,0.52823,0.58029,0.12875,-0.55436,0.19826,one
1,-1.7134,1.5095,-1.1562,0.62261,-0.2038,0.084184,one
1,-2.5423,2.4001,-0.7208,-0.54425,0.7045,-0.26358,one
1,-2.2021,1.9638,-1.0947,0.50082,-0.1024,-0.012964,one
1,-2.8012,3.8146,-3.6049,2.4097,-0.90908,0.13551,one
1,-1.827,1.3358,-0.71487,0.35365,-0.03991,-0.060471,one
1,-2.2991,2.3117,-1.6301,0.94856,-0.3182,0.011962,one
1,-1.9257,1.0529,0.040842,-0.093523,-0.11738,0.073724,one
1,-2.427,2.884,-2.7544,2.4212,-1.4764,0.42954,one
1,-1.3731,1.3401,-1.0261,0.7947,-0.46974,0.085221,one
1,-2.1968,1.5248,-0.47496,0.62099,-0.67517,0.22948,one
1,-2.5948,2.2624,-0.88684,0.84315,-0.98854,0.37816,one
1,-1.8862,0.7371,0.20233,0.4086,-0.67397,0.24089,one
1,-2.4516,1.8495,-0.46161,0.68618,-0.99975,0.39291,one
1,-2.237,1.2335,0.20165,0.45508,-1.0959,0.46386,one
1,-1.8146,1.0534,-0.82206,1.2335,-0.72881,0.13117,one
1,-2.1308,2.1647,-1.8936,1.3874,-0.58522,0.097125,one
1,-2.6491,4.111,-4.5543,3.6916,-2.0912,0.68965,one
1,-3.2505,5.3386,-5.842,4.3802,-2.1058,0.52807,one
1,-3.4222,5.858,-6.5556,4.9667,-2.412,0.60112,one
1,-3.7818,6.8949,-7.9162,6.0335,-2.8558,0.65254,one
1,-3.6001,6.3683,-7.1986,5.3806,-2.5215,0.59963,one
1,-3.3633,5.7795,-6.6048,5.1743,-2.6288,0.69054,one
1,-1.5389,0.55285,-0.21864,0.54818,-0.48419,0.20927,one
1,-2.7142,3.5595,-2.9442,1.6304,-0.52623,0.026274,one
1,-2.513,3.0587,-2.4687,1.2762,-0.22982,-0.084801,one
1,-2.2846,2.3657,-1.5294,0.48548,0.090792,-0.052024,one
1,-2.3758,2.3705,-1.2843,0.22299,0.27295,-0.15826,one
1,-2.9815,4.6778,-4.8895,3.5135,-1.607,0.38685,one
1,-2.9425,4.2146,-3.8986,2.3359,-0.80732,0.15179,one
1,-3.0317,4.2358,-3.676,2.0841,-0.65975,0.079379,one
1,-1.6516,1.0435,-0.53955,0.4728,-0.88162,0.56257,one
1,-2.869,3.8492,-3.8485,3.3076,-1.9167,0.487,one
1,-2.92,4.0573,-4.1471,3.2806,-1.6343,0.36876,one
1,-2.8297,3.749,-3.7987,3.2909,-1.8806,0.47621,one
1,-0.79901,0.19203,-0.74636,0.17837,0.087035,0.10835,one
1,-2.326,2.2738,-1.79,1.1825,-0.28438,-0.049042,one
1,-2.9872,4.5725,-4.588,3.1895,-1.36,0.27294,one
1,-1.8925,1.266,-0.75531,0.56116,-0.079679,-0.055347,one
1,-2.2407,2.7201,-2.3005,1.2268,-0.29447,0.023623,one
1,-2.7722,4.0527,-3.9231,2.4151,-0.86446,0.20047,one
1,-2.6513,4.0339,-4.299,3.0504,-1.4169,0.42691,one
1,-2.3061,2.2191,-1.3028,0.25858,0.33126,-0.18214,one
1,-2.2312,1.9756,-0.93045,-0.16543,0.64791,-0.27854,one
1,-3.7989,6.633,-7.0682,4.827,-1.8906,0.30406,one
1,-4.2396,8.2991,-9.886,7.6204,-3.5287,0.74233,one
1,-4.1946,8.1058,-9.5486,7.2849,-3.3264,0.68536,one
1,-4.2452,8.3202,-9.9278,7.6623,-3.5438,0.74174,one
1,-1.7262,1.3129,-0.78672,0.12876,-0.050747,0.1838,one
1,-2.4792,2.6105,-1.5111,0.26351,0.3208,-0.16198,one
1,-2.7577,3.2818,-2.6105,1.9847,-1.1312,0.27615,one
1,-3.1873,4.9359,-5.0531,3.7866,-1.9421,0.49453,one
1,-3.2668,4.939,-4.6264,2.8739,-1.0452,0.14496,one
1,-2.6758,3.593,-3.0694,1.754,-0.66331,0.20283,one
1,-2.8739,4.0539,-3.6901,2.3403,-0.94031,0.20898,one
1,-2.2115,2.3304,-1.9097,1.5155,-0.83982,0.25039,one
1,-3.1387,5.0285,-5.1943,3.6588,-1.6698,0.42392,one
1,-2.3336,2.8862,-2.6426,1.8097,-0.83109,0.26362,one
1,-2.4973,2.6294,-1.768,1.0122,-0.4584,0.11776,one
1,-2.2819,2.2641,-1.6182,1.0452,-0.50713,0.14709,one
1,-1.8395,1.2794,-0.65635,0.43676,-0.30638,0.14292,one
1,-2.1513,1.6056,-0.46842,0.1765,-0.2555,0.14265,one
1,-2.4085,2.1444,-0.97684,0.53598,-0.43616,0.17201,one
1,-2.3404,2.6926,-2.5803,2.1661,-1.4072,0.50331,one
1,-2.8003,3.5258,-2.8789,1.7657,-0.77322,0.18588,one
1,-2.5318,2.8995,-2.64,2.4147,-1.6311,0.52346,one
1,-2.6685,3.0778,-2.5345,1.9943,-1.1629,0.32145,one
1,-2.7753,3.2541,-2.7094,2.2594,-1.396,0.38398,one
1,-2.3932,3.2083,-2.7819,1.4756,-0.43627,0.10982,one
1,-2.5286,3.3485,-2.8847,1.5639,-0.52226,0.15514,one
1,-2.365,3.2504,-2.9316,1.711,-0.68244,0.20385,one
1,-2.2831,1.892,-0.96835,0.56781,-0.13581,-0.05021,one
1,-1.8973,1.7378,-1.3309,0.51335,0.029457,0.066417,one
1,-1.2951,0.58018,-0.53179,0.46905,-0.34614,0.31245,one
1,-1.9198,1.8927,-1.5857,0.99127,-0.60932,0.38165,one
1,-2.235,2.5314,-2.1393,1.1982,-0.37409,0.13928,one
1,-1.1393,0.77422,-1.2913,0.99079,-0.4694,0.36032,one
1,-2.6611,2.87,-1.8899,0.945,-0.20813,-0.043139,one
1,-2.6232,2.8399,-2.0846,1.527,-0.80923,0.16345,one
1,-2.7033,3.0725,-2.1677,1.3544,-0.73711,0.19807,one
1,-1.8497,1.2132,-0.46255,0.3679,-0.22826,0.041297,one
1,-2.9029,4.2442,-4.2386,3.0844,-1.4015,0.28996,one
1,-2.1882,1.2556,0.15216,-0.093589,-0.23987,0.11429,one
1,-2.8535,2.7177,-0.52766,-0.6995,0.446,-0.08248,one
1,-2.7165,2.4171,-0.3288,-0.65011,0.28337,-0.0024269,one
1,-2.6135,3.1017,-2.2018,0.7934,0.071777,-0.10359,one
1,-2.2774,2.0721,-0.71316,-0.4865,0.59817,-0.118,one
