1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,y
1,-2.0839,1.9955,-1.7608,1.7509,-2.2013,3.346,-3.7945,3.2339,-2.571,2.1649,-2.4581,3.1484,-3.1238,2.3418,-1.4778,1.1078,-1.2339,1.2934,-0.92353,0.32423,one
1,-2.4308,2.8524,-2.7031,2.6209,-3.3014,4.8539,-5.7239,5.356,-4.5257,3.8469,-4.0118,4.6825,-4.4902,3.3728,-2.1712,1.5437,-1.5807,1.5053,-0.91163,0.27664,one
1,-2.6716,3.5492,-3.6195,3.322,-2.9377,2.9737,-3.2448,3.3248,-3.4247,3.3958,-2.9355,2.4854,-2.2108,1.9418,-1.794,1.5732,-1.1528,0.79126,-0.49654,0.17664,one
1,-4.0381,8.9261,-14.4724,19.0559,-22.1657,24.5485,-26.5832,27.8988,-27.7443,25.7015,-22.3968,18.8703,-15.7331,12.9196,-9.8542,6.4256,-3.2538,1.0738,-0.13332,-0.017622,one
1,-1.8755,0.9136,0.19478,0.36808,-1.2879,1.1786,-0.43551,0.08042,-0.21193,0.47346,-0.80069,0.95058,-0.49868,0.15118,-0.2581,0.33498,-0.33763,0.26124,-0.067403,-0.029745,one
1,-2.5123,3.0495,-3.1375,3.2552,-3.0691,3.0381,-3.1567,3.3349,-3.7725,3.8736,-3.4451,2.8811,-2.1907,1.8005,-1.6786,1.1832,-0.80939,0.84551,-0.62264,0.18506,one
1,-3.1781,5.0772,-5.8267,5.0205,-3.0853,1.8972,-2.1389,3.2028,-4.6343,5.1818,-4.3373,3.1243,-2.275,2.3055,-3.0014,3.1362,-2.4083,1.4268,-0.53105,0.069603,one
1,-3.329,4.4095,-3.1149,1.8066,-2.2534,4.0661,-5.0915,4.4397,-4.0052,4.0937,-3.6815,3.1909,-2.7335,2.224,-1.8564,1.4823,-1.3673,1.305,-0.73326,0.15819,one
1,-2.0803,2.1705,-1.9364,1.8181,-2.0294,2.5092,-2.4394,2.0521,-1.9946,1.8462,-1.7971,1.9315,-1.7245,1.457,-1.1415,0.67255,-0.46742,0.32745,-0.076041,-0.067898,one
1,-1.7026,1.2399,-0.89811,0.75351,-0.59486,0.50673,-0.46794,0.4327,-0.32084,0.26745,-0.21823,0.16898,-0.12217,0.098109,-0.021952,-0.024553,0.0060308,0.030684,-0.049283,0.034066,one
1,-1.6586,1.2141,-0.93491,0.82206,-0.69789,0.57353,-0.46164,0.4214,-0.32278,0.21283,-0.15512,0.066277,-0.035273,0.076118,-0.0125,0.055853,-0.14102,0.085449,-0.019274,0.033189,one
1,-1.5082,0.92682,-0.71625,0.86674,-0.98759,0.88464,-0.8013,0.85381,-0.70931,0.64933,-0.57932,0.43579,-0.46353,0.32958,-0.23986,0.19111,-0.17572,0.098336,0.01859,-0.072015,one
1,-1.6767,1.579,-1.3477,1.095,-1.2952,1.5158,-1.4129,1.225,-1.0894,1.1727,-1.0865,0.87667,-0.8215,0.59759,-0.56341,0.48156,-0.29185,0.18855,-0.13444,-0.0085655,one
1,-2.7363,2.6755,-1.3755,1.2139,-1.6507,1.6593,-1.4453,0.97362,-0.45617,0.57623,-0.77512,0.40273,-0.27235,0.50799,-0.35872,0.074791,0.14558,-0.50194,0.50207,-0.15336,one
1,-3.0331,3.4852,-2.2229,1.9706,-2.6573,2.5194,-1.6742,1.0123,-0.73015,0.66611,-0.48902,0.40863,-0.78374,0.71541,0.060537,-0.19691,-0.2204,0.078969,0.20222,-0.1052,one
1,-3.0967,3.8805,-2.897,2.229,-2.5704,3.0935,-2.9589,2.2276,-1.7819,1.8755,-1.8499,1.5344,-1.4272,1.4254,-1.0931,0.69384,-0.33226,-0.048926,0.11623,-0.014858,one
1,-1.5849,0.94317,-0.69519,0.45179,-0.54322,1.1377,-0.87131,0.5431,-0.7564,0.79004,-0.83704,0.92477,-0.48066,0.2954,-0.36124,0.15201,-0.12139,0.13899,-0.1733,0.16688,one
1,-2.1445,2.2057,-1.6465,0.89844,-0.45418,0.46263,-0.47189,0.78116,-1.1935,0.99322,-0.52865,0.40159,-0.60927,0.87035,-0.84284,0.51216,-0.36926,0.26627,-0.021403,-0.056544,one
1,-2.4997,2.5833,-2.5972,3.3487,-2.8721,2.0711,-2.2566,2.2491,-1.9472,1.7024,-1.3739,1.3272,-1.2999,0.99343,-0.876,0.88298,-0.59218,0.22176,-0.070093,0.027827,one
1,-2.9383,4.1281,-4.1687,3.6782,-3.4846,4.1756,-4.8147,4.5924,-3.6325,2.5303,-2.2125,2.2826,-1.9829,1.576,-1.1183,0.83486,-0.83908,0.58381,-0.18687,0.022337,one
1,-2.2192,1.8357,-0.13026,-1.167,0.87222,0.89214,-2.1534,1.52,-0.22713,0.059857,-1.0546,1.8044,-1.209,-0.14895,0.7956,-0.18671,-0.78688,1.1271,-0.67299,0.20056,one
1,-3.1062,4.2528,-4.0101,3.1799,-1.8298,1.2224,-1.8395,2.6349,-3.5532,4.0794,-3.325,2.1092,-1.2625,0.94076,-1.3642,1.8688,-1.7799,1.4171,-0.87087,0.25652,one
1,-3.1692,4.1686,-3.3665,2.042,-0.79913,0.96788,-2.5144,3.5356,-3.609,2.6509,-0.87185,-0.1058,-0.2935,1.289,-1.9884,1.6236,-0.60725,0.046913,-0.019571,0.029247,one
1,-3.082,4.2301,-4.7867,6.3935,-7.276,6.052,-4.7554,4.5969,-4.3648,3.4561,-3.088,3.7996,-4.0538,3.2976,-2.7793,2.4374,-1.5736,0.74301,-0.31337,0.083086,one
1,-2.7387,3.2993,-2.7174,1.9057,-1.274,1.2935,-1.4207,1.501,-1.9017,2.2688,-2.318,1.9601,-1.5723,1.7133,-1.8542,1.5865,-1.1587,0.64775,-0.20156,0.028529,one
1,-2.3266,2.3307,-1.8624,1.6692,-1.6817,1.941,-1.9867,1.9592,-1.9203,1.7496,-1.6145,1.5054,-1.4027,1.22,-0.94384,0.78676,-0.61425,0.39453,-0.26769,0.11738,one
1,-1.8172,1.5081,-1.5093,1.437,-1.1839,1.6187,-1.4604,1.1614,-1.7401,1.8465,-1.4398,1.4094,-1.2429,0.99587,-0.93385,0.70391,-0.50891,0.58834,-0.50505,0.1742,one
1,-2.033,1.7159,-1.3175,1.0402,-0.63606,1.1049,-1.4375,1.2875,-1.7009,1.7691,-1.0332,0.76105,-0.73997,0.6088,-0.75477,0.64706,-0.28906,0.30589,-0.29907,0.094641,one
1,-2.0751,2.002,-2.1046,2.1267,-1.6751,1.9245,-1.7309,1.1097,-1.3867,1.4327,-1.1047,1.4001,-1.4962,1.249,-1.1726,0.79641,-0.36363,0.33073,-0.23014,0.04861,one
1,-3.0666,4.3683,-4.2776,3.8048,-3.634,3.9877,-4.5309,4.6924,-4.3639,3.8471,-3.6322,3.6889,-3.3519,2.7708,-2.3318,1.9679,-1.741,1.4344,-0.75228,0.16583,one
1,-1.9373,1.4394,-1.3871,1.4594,-0.94195,0.68064,-0.34312,0.47829,-0.46396,-0.074419,-0.051401,0.052004,0.1424,-0.20581,0.29115,-0.0052477,-0.031504,-0.16867,-0.012185,0.083428,one
1,-1.9233,1.2099,-0.97423,1.3738,-1.0874,0.68487,-0.35548,0.50171,-0.47039,-0.062359,-0.075272,0.14576,0.12679,-0.14805,0.10427,-0.013155,0.10849,-0.27042,0.16744,-0.03987,one
1,-2.519,2.9038,-2.1488,1.6421,-2.1359,3.5764,-4.5006,3.8828,-2.7879,2.4624,-2.7301,3.1228,-2.9433,2.1175,-1.4663,1.3176,-1.241,1.0904,-0.78037,0.28762,one
1,-2.5653,3.0233,-2.6419,2.5048,-2.8243,3.5538,-4.024,3.751,-3.2009,3.0189,-3.1621,3.2637,-2.8571,2.0544,-1.4844,1.1585,-0.83869,0.7111,-0.57194,0.22061,one
1,-2.512,2.958,-2.2514,1.4451,-1.9583,3.3328,-3.7521,3.1307,-2.3633,2.0968,-2.2818,2.3478,-2.1355,1.7513,-1.3872,1.2085,-1.0252,0.7441,-0.40129,0.10004,one
1,-2.0668,1.5436,-1.2231,1.2594,-1.0338,0.97335,-0.008218,0.00019878,-0.96624,0.37125,0.0040615,0.22126,-0.1745,0.2753,0.08768,-0.088563,-0.43993,0.32873,-0.061372,0.027709,one
1,-1.6077,0.37207,0.20701,0.030028,-0.026188,-0.0061735,0.021193,0.057483,0.057066,0.031138,-0.012508,-0.080598,-0.10615,-0.050703,0.045399,0.091861,0.036036,-0.011385,-0.028585,-0.0046736,one
1,-3.121,4.8405,-6.058,7.1946,-7.6941,7.1248,-5.4223,3.264,-1.5687,0.53624,0.21921,-0.73482,0.4603,0.19061,-0.45625,0.51484,-0.48012,0.37712,-0.28335,0.10827,one
1,-3.0986,4.6545,-5.4013,6.041,-6.4467,5.9872,-4.3853,2.5614,-1.4798,0.9997,-0.49961,0.029737,-0.16694,0.47239,-0.46184,0.43441,-0.29366,0.055456,-0.00056372,0.010714,one
1,-2.6855,3.3792,-3.4832,3.4603,-3.0503,2.3312,-0.97429,-0.39621,0.87564,-0.59884,0.28245,-0.40259,0.19591,0.3489,-0.43136,0.29067,-0.055694,-0.14515,0.038661,0.035031,one
1,-3.1476,4.6491,-4.8659,4.3563,-3.3303,1.8049,0.049655,-1.3125,1.1268,0.16618,-1.3543,1.8331,-2.0315,1.9064,-1.2516,0.42283,0.21959,-0.33231,0.08201,0.0186,one
1,-3.0028,5.3265,-8.1816,11.3694,-14.2096,16.5239,-17.9454,18.5614,-18.708,18.236,-17.081,15.5074,-13.4604,10.9362,-8.2938,5.7815,-3.5932,1.9861,-0.89026,0.21181,one
1,-2.9203,5.1884,-8.0851,10.9777,-13.0344,14.3677,-14.7971,14.5719,-14.1143,13.2495,-12.0002,10.699,-9.1738,7.3391,-5.585,3.9507,-2.449,1.3523,-0.60052,0.13157,one
1,-3.0148,5.1888,-7.5644,9.6758,-10.7365,10.9941,-10.536,9.5072,-8.2695,6.8516,-5.3825,4.2148,-3.2875,2.4379,-1.7974,1.253,-0.7008,0.35233,-0.1685,0.030898,one
1,-2.6724,4.1237,-5.7868,7.219,-7.8507,8.1804,-8.1454,7.9199,-7.8053,7.3418,-6.323,5.2894,-4.2947,3.1881,-2.3803,1.8245,-1.2351,0.78659,-0.41275,0.096905,one
1,-3.0717,5.4176,-8.1992,11.0963,-13.4385,15.5181,-17.1945,18.3151,-18.9509,18.6012,-17.1627,15.2649,-13.0718,10.6331,-8.3088,6.0554,-3.8917,2.2081,-0.99633,0.23074,one
1,-3.1005,5.6718,-9.0222,12.8433,-16.1785,18.7269,-20.2407,20.7385,-20.4972,19.5549,-18.0136,16.0988,-13.6731,10.82,-8.0204,5.3964,-3.1188,1.5486,-0.62647,0.14075,one
1,-3.061,5.4122,-7.1542,7.7316,-7.865,7.8123,-7.6822,7.6479,-7.2879,6.636,-5.826,5.0698,-4.5754,3.9412,-3.0816,2.1563,-1.2168,0.53266,-0.14823,-0.0062206,one
1,-1.8542,0.96889,-0.2677,-0.0053279,-0.12698,1.2999,-1.3475,0.7798,-0.7277,0.31147,-0.42625,0.84095,-0.65708,0.57762,-0.44307,0.25468,-0.35626,0.39264,-0.30404,0.14541,one
1,-2.7346,3.4545,-2.9898,1.9133,-1.5071,2.6008,-3.8019,4.2648,-3.862,2.7601,-2.0865,2.0765,-2.122,1.9941,-1.6455,1.2817,-0.97466,0.59554,-0.23278,0.039325,one
1,-3.0031,5.1548,-7.0126,8.1692,-8.624,8.9986,-9.3035,9.511,-9.6974,9.4259,-8.7367,7.8614,-6.7275,5.6219,-4.5962,3.3764,-2.1304,1.11,-0.41371,0.08947,one
1,-3.1101,5.8699,-8.4452,9.8314,-9.8679,9.6822,-10.0674,11.3044,-12.5171,12.5731,-11.2953,9.3574,-7.6257,6.7448,-6.1476,5.185,-3.7893,2.1932,-0.86566,0.19151,one
1,-3.0601,4.7352,-5.8674,6.4814,-6.6748,6.7638,-6.4379,6.4817,-7.1562,7.2103,-6.3104,5.1153,-4.2273,3.6515,-3.0428,2.4034,-1.9459,1.4477,-0.72212,0.1686,one
1,-3.0158,4.1674,-3.9852,3.415,-3.3971,4.0959,-4.2862,3.8281,-3.5075,3.3987,-3.3555,2.9677,-2.3736,2.0372,-1.8136,1.5914,-1.2417,0.77239,-0.40383,0.13086,one
1,-2.9096,4.5084,-6.2863,8.4582,-9.9157,10.9546,-12.172,12.8391,-12.7436,12.4118,-11.5999,10.2987,-8.9284,7.3586,-5.5633,3.8834,-2.3303,1.1009,-0.44491,0.1346,one
1,-1.3142,-0.25558,-0.12056,0.91609,-0.20554,0.79945,-1.1203,0.81457,-0.41509,0.10352,-0.90815,0.5323,-0.24307,0.83614,-0.086087,0.043427,-0.54235,0.20108,-0.16626,0.1652,one
1,-1.4124,-0.035503,-0.28058,1.0115,-0.54717,1.3543,-1.3037,0.86642,-1.0387,0.56214,-0.85927,0.84123,-0.67456,0.91978,-0.11572,0.13118,-0.66539,0.26724,-0.10629,0.11475,one
1,-1.6105,1.1393,-1.0348,0.96582,-1.2335,1.2834,-1.0256,1.1181,-1.1115,0.95248,-0.81313,0.79882,-0.67834,0.58112,-0.50526,0.37498,-0.3224,0.24964,-0.13647,0.03154,one
1,-2.3119,2.5272,-2.0492,1.7802,-1.6485,1.606,-1.2981,1.0898,-1.1064,1.0058,-0.75862,0.63828,-0.5464,0.57884,-0.5227,0.38218,-0.27069,0.18424,-0.082916,0.040932,one
1,-3.3786,5.4904,-5.748,3.945,-1.7836,1.3143,-2.1083,2.1777,-0.85562,-0.57564,0.76391,0.26185,-1.1538,0.9564,-0.29011,0.053527,-0.23073,0.42482,-0.39116,0.15108,one
1,-2.7629,3.0241,-2.4194,2.5311,-2.6921,2.871,-3.0567,3.0794,-2.9693,2.3178,-1.9966,2.2946,-2.108,1.5962,-1.2935,1.0119,-0.66683,0.46151,-0.3462,0.13751,one
1,-2.5488,3.0791,-2.9114,2.8527,-2.5723,2.2927,-2.3966,2.3473,-1.9449,1.6938,-1.6665,1.6125,-1.3935,1.0917,-0.75624,0.50066,-0.53458,0.50038,-0.21997,0.025285,one
1,-1.0454,0.42132,-1.26,1.8725,-1.291,1.429,-1.9619,1.8333,-1.3362,1.4823,-1.5674,1.1654,-0.83128,0.95747,-0.81607,0.36783,-0.28867,0.34496,-0.10241,0.013543,one
1,-2.7993,3.2617,-2.5321,2.0767,-2.2573,2.7782,-2.7462,2.3728,-2.3802,2.3627,-2.0591,1.7507,-1.658,1.5471,-1.2862,1.0469,-0.78141,0.65678,-0.55504,0.21205,one
1,-2.8197,4.4025,-5.515,5.9433,-6.3096,7.1059,-7.9876,8.7812,-9.0614,8.6535,-7.7623,6.6259,-5.6757,5.0567,-4.4062,3.4495,-2.3182,1.2396,-0.47101,0.10518,one
1,-2.5287,2.7611,-1.1545,-0.4005,-0.36378,2.6131,-3.2332,1.8159,-0.65935,1.078,-1.8066,1.4239,-0.52338,0.36676,-0.76665,0.87088,-0.48473,0.086289,0.03315,-0.01404,one
1,-1.9891,1.5311,-1.4293,1.5702,-1.1715,1.4849,-2.1024,2.1106,-2.058,2.2471,-2.0202,1.2169,-0.78325,0.96352,-0.86451,0.77236,-0.92648,0.59293,-0.24056,0.11802,one
1,-1.8993,1.3605,-1.1536,1.1571,-0.80488,0.97539,-1.2317,1.0975,-1.1744,1.5775,-1.5372,0.89208,-0.45341,0.58919,-0.50824,0.3865,-0.44223,0.10893,-0.031819,0.11524,one
1,-2.3293,2.2783,-2.078,2.0336,-0.8645,-0.0089763,-0.28795,0.80421,-1.6751,2.34,-2.1528,1.8462,-1.1697,0.33876,-0.58539,0.96112,-0.6725,0.77019,-0.9295,0.41111,one
1,-1.849,1.2423,-1.099,1.4984,-1.1486,1.22,-1.7102,1.703,-1.8118,1.6657,-1.1188,0.98551,-0.70533,0.39329,-0.97133,1.1808,-0.5416,0.30093,-0.38045,0.18465,one
1,-2.0249,1.5325,-1.033,1.1501,-1.1422,1.4579,-1.724,1.5023,-1.4666,1.1355,-0.49205,0.52326,-0.67552,0.55502,-0.6854,0.51018,-0.069617,0.020066,-0.085548,0.044914,one
1,-2.4981,2.7772,-2.2176,1.4006,-0.99577,1.5362,-2.0021,2.1755,-2.0812,1.6337,-1.3836,1.1051,-0.72899,0.62665,-0.69053,0.75487,-0.60008,0.36754,-0.22719,0.080892,one
1,-3.1468,4.8901,-5.357,4.6778,-3.8686,3.9394,-4.1077,3.726,-3.1892,3.0252,-3.3468,3.4591,-3.0861,2.7746,-2.5499,2.2372,-1.644,0.79387,-0.20327,0.029487,one
1,-3.6212,6.0704,-6.2038,4.3362,-2.949,3.8323,-5.6376,6.1273,-5.1983,4.2637,-4.077,4.0729,-3.7257,3.2849,-2.9381,2.5723,-1.9749,1.1711,-0.47841,0.10406,one
1,-3.6356,6.4073,-8.0117,8.6259,-8.8733,9.3264,-9.5848,8.9987,-7.8993,6.8467,-5.9594,4.9632,-3.918,3.3164,-2.9142,2.2347,-1.389,0.60165,-0.10643,-0.015218,one
1,-3.9035,7.4785,-9.6356,9.5976,-8.6056,8.6422,-9.5224,9.5755,-8.4894,7.4245,-7.1582,7.0213,-6.1454,4.9189,-4.079,3.6222,-2.9152,1.7069,-0.60469,0.099175,one
1,-3.5817,6.3316,-8.1174,9.0695,-9.4412,9.2863,-8.4203,7.1624,-6.0864,5.2597,-4.5304,3.8632,-3.5311,3.5243,-3.2591,2.6811,-2.0919,1.4435,-0.72849,0.18802,one
1,-2.9513,3.4115,-1.9505,0.96346,-1.9917,3.8914,-4.1167,2.441,-1.1739,1.6213,-2.7333,2.8436,-2.0257,1.3773,-1.1166,1.0891,-1.1404,0.99134,-0.59605,0.17852,one
1,-3.1536,5.55,-7.8347,9.7862,-11.0983,11.7132,-11.6349,11.0197,-10.0532,8.9381,-7.8777,6.9228,-5.943,4.9455,-4.0973,3.2239,-2.1566,1.2095,-0.57558,0.17369,one
1,-2.8557,3.6527,-3.4624,3.0555,-2.563,2.5518,-2.6917,2.0683,-0.83475,0.079218,-0.41303,1.0624,-1.2914,1.1976,-0.73546,0.33382,-0.45997,0.64462,-0.50533,0.17671,one
1,-3.1282,4.5722,-4.8164,4.7223,-4.7744,4.9941,-4.8946,3.8402,-2.0271,0.74268,-0.70721,1.1826,-1.3743,1.2061,-0.81025,0.71323,-1.0849,1.1456,-0.65849,0.17165,one
1,-3.1041,4.4612,-4.3755,3.4596,-2.5587,2.4364,-2.7196,2.522,-1.5333,0.53027,-0.48373,1.0953,-1.5758,1.5988,-1.0672,0.54295,-0.47115,0.4328,-0.22979,0.060566,one
1,-2.8721,3.6113,-3.058,2.3297,-2.069,2.3622,-2.4186,1.8128,-0.89023,0.377,-0.67005,1.1655,-1.2433,0.83924,-0.23118,0.20463,-0.78966,0.97342,-0.5387,0.12276,one
1,-2.7038,3.2473,-2.853,2.2839,-1.9185,2.206,-2.0753,0.90376,0.19505,-0.26785,-0.48557,1.1512,-1.2281,0.92426,-0.65878,0.75064,-0.88269,0.71314,-0.39002,0.10812,one
1,-1.0963,-0.0051636,-0.38464,0.86394,-0.95105,1.1653,-0.58383,0.62434,-0.95506,0.53951,-0.54555,0.78459,-0.4592,0.41884,-0.50081,0.25158,-0.11091,0.12265,-0.14803,0.096643,one
1,-2.8631,3.3298,-2.2434,1.2264,-0.86033,0.79179,-0.77052,1.0914,-1.3966,1.0369,-0.53832,0.54459,-0.77648,0.58262,-0.044165,0.081446,-0.5028,0.54648,-0.34678,0.11714,one
1,-2.8426,3.266,-2.1727,1.1283,-0.54113,0.19297,-0.20127,0.8534,-1.28,0.69484,-0.14311,0.31949,-0.59283,0.43242,-0.072733,0.11193,-0.24249,0.15181,-0.13358,0.078383,one
1,-2.7238,2.907,-1.7276,0.82657,-0.46438,0.2461,-0.27552,0.97589,-1.4136,0.81741,-0.32833,0.50669,-0.68636,0.50417,-0.29221,0.53727,-0.72942,0.52357,-0.32846,0.1309,one
1,-2.6981,2.7851,-1.4357,0.6234,-0.78397,0.94246,-0.65862,0.70589,-1.0446,0.83154,-0.37411,0.34979,-0.58075,0.47567,-0.11708,0.20647,-0.42806,0.32762,-0.19778,0.076776,one
