1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,y
1,-2.4221,2.0588,-1.7768,3.1549,-3.5005,2.7351,-2.5465,2.1275,-1.5643,1.3871,-0.71927,0.18106,-0.31862,0.2274,-0.031202,0.13887,-0.23564,0.11912,0.021832,-0.026261,four
1,-2.0758,0.91734,-0.32185,2.112,-2.6789,1.6479,-1.2479,1.735,-2.0761,1.076,-0.19032,0.62765,-0.73806,0.39423,-0.14915,-0.22517,0.18567,0.070911,-0.00072524,-0.043751,four
1,-1.7837,1.0457,-1.2093,2.1085,-2.2208,2.3835,-2.2435,1.9503,-1.8798,1.6112,-1.3566,0.81462,-0.44931,0.49178,-0.15279,0.17368,-0.11942,-0.40386,0.22974,0.085469,four
1,-2.9438,3.6079,-2.5584,1.6906,-2.2517,3.6744,-4.0256,2.7367,-1.516,1.4467,-1.8336,1.9334,-1.6023,1.075,-0.57876,0.24459,-0.12923,0.10719,-0.069435,0.03432,four
1,-2.8143,3.2188,-2.0837,1.475,-2.179,3.0248,-2.8325,2.0901,-1.6243,1.4342,-1.3262,1.2875,-1.2369,1.0953,-0.87438,0.73839,-0.65871,0.46972,-0.22987,0.070732,four
1,-3.0083,3.6208,-2.287,1.3268,-1.9086,3.2446,-3.6894,2.5618,-1.5216,1.677,-1.8624,1.5015,-1.1887,1.1024,-1.0199,0.82488,-0.46005,0.10492,0.031013,-0.010471,four
1,-2.0677,1.4309,-0.61596,0.60372,-0.32433,0.36641,-0.90596,0.88626,-0.67488,0.9436,-0.892,0.57462,-0.41231,0.13492,-0.00051653,0.22692,-0.36452,0.36939,-0.28956,0.11922,four
1,-2.3596,2.1322,-1.4487,1.6338,-1.5942,1.4273,-1.6863,1.6789,-1.3549,1.2526,-1.1046,0.97353,-0.87597,0.61536,-0.49727,0.5256,-0.38784,0.2876,-0.23134,0.096104,four
1,-1.916,1.3406,-0.98374,1.0997,-1.1018,1.3074,-1.1045,1.0716,-1.4569,1.3846,-1.3117,1.1653,-0.7918,0.81977,-0.68075,0.47104,-0.54374,0.44965,-0.26939,0.11729,four
1,-1.9213,1.592,-1.5497,1.8413,-1.9382,2.1159,-2.1247,2.1864,-2.1994,1.9192,-1.7884,1.6963,-1.541,1.4609,-1.2012,0.97382,-0.76452,0.57639,-0.45536,0.18136,four
1,-2.3678,2.3067,-1.8138,1.7733,-1.7654,2.0448,-2.2423,2.2166,-2.261,2.0508,-1.7977,1.5673,-1.193,1.1295,-1.0333,0.78541,-0.69252,0.43453,-0.11099,0.013405,four
1,-1.5206,0.49465,-0.049658,-0.031717,-0.76342,1.1113,0.0046437,0.1299,-0.12976,0.25257,-0.57242,-0.071976,-0.14945,0.20365,-0.051697,0.28337,-0.03307,0.10467,-0.24057,0.070358,four
1,-2.1035,1.7438,-0.59874,0.52031,-1.4283,1.2907,-0.043307,-0.63131,0.076022,0.78165,-0.6943,0.061048,-0.30048,1.2319,-1.4034,0.78244,-0.57352,0.85232,-0.78134,0.29256,four
1,-1.2138,-0.11849,0.29552,0.1219,-0.84032,0.68116,0.53739,-0.06496,-0.42928,0.37542,-0.13511,-0.30414,-0.2185,0.44041,-0.11146,0.03204,-0.040283,0.19217,-0.25852,0.13079,four
1,-1.3974,0.058639,0.4699,-0.060983,-0.94323,0.91921,0.45245,-0.081976,-0.6136,0.47188,0.0023891,-0.30637,-0.41817,0.57868,-0.055404,-0.047891,-0.091828,0.20892,-0.12503,0.032412,four
1,-0.93776,-0.10265,-0.06527,-0.058036,-0.86135,0.86225,0.37098,0.22459,-0.10443,0.26169,-0.49295,-0.1261,-0.096651,0.094638,-0.069997,0.26338,-0.11644,0.0082654,-0.072308,0.10135,four
1,-2.2706,1.918,-1.3871,1.7476,-1.6668,1.3993,-1.865,2.2842,-1.9953,1.7962,-1.7496,1.1986,-0.67739,0.83861,-0.88763,0.51291,-0.49746,0.54275,-0.23381,0.021187,four
1,-2.4772,2.7543,-2.5603,2.6375,-2.5167,2.3866,-2.5423,2.882,-3.0042,2.841,-2.5658,2.1292,-1.6625,1.382,-1.1717,1.0149,-0.91772,0.71496,-0.45309,0.16488,four
1,-1.2517,0.65168,-0.67212,0.90479,-1.204,1.4249,-0.96572,1.0576,-1.3389,1.0839,-0.97935,1.0038,-0.78614,0.94695,-0.69456,0.35872,-0.45898,0.42726,-0.24704,0.19179,four
1,-3.344,4.7505,-4.2197,3.9578,-4.8701,6.0211,-6.7629,6.2511,-4.8406,3.8668,-2.837,1.4487,-0.75954,0.64211,-0.31953,-0.28959,1.1184,-1.5092,0.953,-0.23207,four
1,-2.7845,3.7732,-4.0503,3.6622,-3.0206,3.3423,-3.5601,2.9474,-2.4238,1.9037,-1.5465,1.6261,-1.2456,0.74752,-0.7234,0.45161,-0.13503,0.017404,0.19281,-0.1519,four
1,-1.802,0.99329,-0.54479,0.66858,-1.0736,1.3467,-0.41058,0.12612,-0.54583,0.38868,-0.24938,0.1829,-0.35751,0.52109,-0.26308,0.16095,-0.076467,-0.075117,0.047863,-0.0012213,four
1,-3.2091,5.2684,-6.2389,6.3499,-6.5943,7.2393,-7.5454,7.3269,-6.7966,6.2319,-5.7237,5.1735,-4.5884,3.9162,-3.0128,2.1226,-1.4307,0.88888,-0.45332,0.14608,four
1,-1.6871,1.1084,-0.97028,0.87923,-0.18253,0.3705,-1.1349,1.3844,-1.1771,0.92119,-0.58049,0.37741,-0.48267,0.88542,-0.91612,0.64683,-0.55758,0.29707,0.0025475,-0.014279,four
1,-1.6793,0.52759,-0.46692,1.3737,-1.333,1.1654,-0.93819,0.85484,-0.92418,0.88304,-0.88196,0.7993,-0.54105,0.34205,-0.47475,0.34297,-0.12468,0.19561,-0.030914,-0.077496,four
1,-1.4183,0.018144,-0.19831,1.1548,-0.95307,0.79697,-0.47091,0.53043,-0.72068,0.54931,-0.68434,0.54999,-0.20182,0.22463,-0.34762,0.21504,-0.07352,0.15174,-0.11543,0.0084142,four
1,-1.4534,0.77261,-1.3668,2.6308,-2.0197,1.7076,-2.6381,2.5294,-1.8136,2.2289,-2.4089,2.0954,-1.8349,1.7175,-1.6292,1.353,-0.75222,0.55206,-0.51707,0.28345,four
1,-1.1197,-0.27532,0.30173,0.40985,-0.28998,0.0068698,-0.049197,0.078414,0.065949,0.037485,-0.47433,0.50752,-0.047691,-0.10389,-0.050387,0.17732,-0.021279,0.023576,-0.12635,0.029323,four
1,-1.4274,0.28317,0.28244,-0.10892,-0.10277,0.2274,-0.057683,-0.098402,0.10177,-0.11659,-0.007778,0.25701,-0.31271,0.20356,-0.08065,0.088356,0.031229,0.075487,-0.27625,0.12207,four
1,-1.6685,0.73481,0.045491,-0.067205,-0.11902,0.28597,-0.31374,0.24999,-0.16662,0.13298,-0.21163,0.34094,-0.35849,0.36028,-0.25711,0.15072,0.028958,-0.0058235,-0.20623,0.1205,four
1,-1.5937,0.37921,0.36204,7.2145e-05,-0.19813,0.20098,-0.15659,0.0081792,0.039459,0.13482,-0.45539,0.55076,-0.19242,0.054848,-0.1547,0.061585,-0.01295,0.12864,-0.099607,0.0061828,four
1,-0.95956,-0.63872,0.39716,0.33232,-0.20282,0.19066,0.061826,-0.013537,-0.18125,0.13898,-0.38156,0.19075,0.30652,-0.048274,-0.20655,-0.011106,0.18165,0.0080946,-0.19815,0.092076,four
1,-2.1404,2.5991,-3.234,3.718,-4.1114,4.3935,-4.2783,4.2443,-3.9742,3.5722,-3.1315,2.5844,-2.104,1.6223,-1.2469,0.93632,-0.64481,0.47258,-0.29487,0.1065,four
1,-2.4361,3.106,-3.5295,3.931,-4.271,4.7022,-4.7682,4.5299,-4.279,3.9697,-3.4132,2.7263,-2.1452,1.7202,-1.3817,1.0164,-0.67389,0.49444,-0.28649,0.072915,four
1,-3.1555,3.9448,-2.8043,2.434,-3.04,3.1089,-3.2088,3.5496,-3.2623,2.9029,-2.8408,2.4459,-2.0336,1.9587,-1.5883,1.0522,-0.91192,0.79892,-0.40695,0.089192,four
1,-1.7244,0.93474,-1.592,2.1793,-1.2266,2.2246,-2.4578,1.2964,-2.2968,2.1162,-1.2169,2.0774,-1.3934,0.68726,-1.2489,0.57938,-0.26871,0.47876,0.11394,-0.24919,four
1,-1.6905,1.5111,-2.27,2.299,-1.9391,2.9034,-2.7238,2.3927,-3.0782,2.4954,-2.0627,2.2318,-1.5126,1.2671,-1.1969,0.60164,-0.46384,0.40502,-0.13819,0.033485,four
1,-1.814,1.0902,-0.88195,1.3191,-1.1559,1.0603,-1.1898,1.1617,-1.1778,0.88635,-0.61123,0.87562,-0.89662,0.73556,-0.73335,0.55426,-0.37562,0.36803,-0.32663,0.13685,four
1,-0.43623,-0.15873,-0.91204,0.20646,-0.18943,0.69438,-0.11886,0.44628,-0.42741,0.23522,-0.39038,0.26862,-0.19467,0.20056,-0.17127,0.11417,-0.051826,0.12452,-0.10038,0.01337,four
1,-2.4412,2.3996,-1.5523,1.3419,-1.5276,1.5657,-1.542,1.5544,-1.3099,0.95916,-0.80541,0.80032,-0.80928,0.85424,-0.74111,0.43408,-0.26596,0.24305,-0.16804,0.065947,four
1,-2.1575,2.0627,-1.9085,1.453,-0.30345,0.17793,-0.72212,1.1934,-1.8809,1.8003,-0.87596,0.3138,-0.10285,0.299,-0.90688,1.2303,-1.2701,1.0527,-0.48253,0.095672,four
1,-1.6993,1.2801,-1.3422,1.5031,-1.325,1.4369,-1.4387,1.43,-1.4153,1.3253,-1.223,1.0732,-0.92213,0.90708,-0.7794,0.64066,-0.60712,0.46014,-0.21838,0.069143,four
1,-1.9651,1.611,-1.3955,1.5341,-1.3078,1.2707,-1.3858,1.3685,-1.3003,1.2565,-1.2359,1.1684,-0.99557,0.95325,-0.84313,0.62218,-0.47746,0.383,-0.2833,0.13425,four
1,-2.7424,3.0512,-3.2774,5.1157,-5.5237,4.9874,-6.9064,8.0013,-6.4375,6.5733,-7.2941,5.5185,-4.2909,4.4895,-3.4246,2.0586,-1.8321,1.4445,-0.56166,0.07506,four
1,-1.5081,0.87084,-0.9248,1.1925,-1.1005,1.0603,-1.1594,1.1716,-1.1507,1.1275,-0.928,0.793,-0.72936,0.62145,-0.55958,0.58176,-0.4784,0.29706,-0.26988,0.14302,four
1,-2.532,3.5161,-4.9179,6.1878,-6.5321,6.7947,-6.9203,6.8739,-6.7267,6.2076,-5.5514,4.9656,-4.022,3.0847,-2.4483,1.6439,-0.96198,0.5846,-0.23144,0.037422,four
1,-2.5946,3.4516,-4.5932,6.0295,-6.7941,7.3868,-7.552,7.445,-7.2373,6.2671,-5.2278,4.5585,-3.5905,2.7433,-2.1305,1.3465,-0.80074,0.4443,-0.047253,-0.046721,four
1,-2.6685,3.3839,-3.7905,4.7027,-5.4046,6.1864,-6.7361,6.4259,-5.9155,5.6314,-5.2381,4.4486,-3.382,2.5034,-1.7222,1.1731,-0.9699,0.65499,-0.22655,0.03189,four
1,-2.6196,3.0862,-3.3236,4.1268,-4.455,5.045,-5.8538,5.6914,-5.278,5.0589,-4.6101,4.0551,-3.32,2.6812,-2.2886,1.8251,-1.4359,1.0118,-0.41552,0.063586,four
1,-2.7029,3.7773,-3.7356,3.2442,-3.205,3.4481,-3.4148,3.3091,-3.2712,3.328,-3.1307,2.8382,-2.5906,2.2268,-1.7174,1.2377,-0.92403,0.69313,-0.3514,0.099583,four
1,-2.5829,3.4127,-3.1662,2.5939,-2.5127,2.7782,-2.9511,3.1168,-3.1151,2.9989,-2.7015,2.3982,-2.0547,1.6566,-1.2546,0.94833,-0.74228,0.52308,-0.23413,0.073559,four
1,-2.1291,1.4613,-0.48183,0.46408,-0.5124,0.32448,-0.28294,0.52223,-0.66364,0.45299,-0.35721,0.52936,-0.44549,0.20521,-0.14246,0.1767,-0.10469,-0.12657,0.25032,-0.11637,four
1,-2.6535,2.7836,-1.8382,1.0751,-0.54072,0.35985,-0.23217,0.22661,-0.39758,0.41825,-0.40277,0.40453,-0.38909,0.23586,-0.08034,0.13196,-0.10075,-0.0097989,0.023631,-0.0068519,four
1,-2.1781,1.4711,-0.38891,0.067277,-0.037264,0.42396,-0.52689,0.61882,-0.9469,0.84028,-0.59333,0.36489,-0.2321,0.18114,-0.11092,0.28189,-0.35611,0.28746,-0.2519,0.10201,four
1,-2.5092,2.5208,-1.7321,1.3479,-1.1462,1.1838,-1.2903,1.2825,-1.2632,1.0096,-0.61877,0.47391,-0.40864,0.29083,-0.23436,0.18074,-0.098512,-0.065098,0.23086,-0.1342,four
1,-2.0098,0.93939,0.331,-0.33147,-0.32314,0.88152,-0.40525,0.094946,-0.47998,0.63758,-0.57866,0.23191,-0.067405,0.074262,0.11631,-0.032945,-0.097386,0.24464,-0.38155,0.17352,four
1,-0.98035,0.33131,-0.98588,1.3273,-1.1854,1.5934,-1.4091,1.5685,-1.7401,1.1355,-1.1476,1.587,-1.19,0.96277,-0.57959,0.531,-0.64525,0.28941,-0.072422,0.1404,four
1,-2.0608,1.2674,-0.2745,0.40872,-0.76369,0.86578,-0.68964,0.80731,-1.1384,0.86317,-0.52462,0.64086,-0.6605,0.52529,-0.51193,0.46103,-0.25243,0.10365,-0.048875,0.0091615,four
1,-2.1271,1.3553,-0.066456,0.069945,-0.84093,1.1914,-0.71647,0.63916,-1.1923,1.0593,-0.48482,0.30309,-0.36785,0.48422,-0.54551,0.53333,-0.45507,0.2825,-0.095435,0.013587,four
1,-1.771,0.82933,-0.28663,0.50896,-0.56514,0.59196,-0.61863,0.90527,-0.97204,0.56094,-0.43132,0.51691,-0.54736,0.48718,-0.37231,0.57335,-0.52823,0.31823,-0.35755,0.1825,four
1,-2.2611,1.7108,-0.53168,0.48656,-0.99072,1.134,-0.90915,1.1055,-1.5457,1.1859,-0.49819,0.36083,-0.58588,0.83348,-0.89587,0.65031,-0.21026,-0.067157,0.077444,-0.015333,four
1,-1.5552,0.89864,-0.99066,1.1699,-1.0925,1.2628,-1.1572,1.1617,-1.1217,0.99699,-0.97249,0.83604,-0.72126,0.65353,-0.53699,0.42846,-0.30695,0.27821,-0.19131,0.04869,four
1,-2.4712,2.4053,-1.5963,1.4087,-1.3117,1.4204,-1.8713,2.023,-1.7233,1.3566,-1.1569,0.93266,-0.58511,0.49361,-0.60279,0.50703,-0.2732,0.11024,-0.025266,0.0038655,four
1,-2.2861,1.7348,-0.92298,1.3187,-1.5895,1.4415,-1.524,1.9002,-1.885,1.5859,-1.5209,1.4778,-1.36,1.1579,-0.7279,0.12914,0.031451,0.39149,-0.48963,0.1668,four
1,-3.4622,6.3045,-9.146,12.0276,-14.9332,17.702,-19.495,19.9988,-19.0243,16.845,-14.3208,11.5699,-8.8628,6.4732,-4.1435,2.1861,-1.0783,0.6548,-0.39586,0.12276,four
1,-3.0946,4.6079,-5.2733,6.18,-7.9313,9.7749,-10.2185,9.5249,-8.9913,8.9625,-8.5753,6.962,-4.9223,3.8098,-3.3229,2.4664,-1.3064,0.44327,-0.069709,0.0036398,four
1,-3.4632,5.797,-7.274,8.5227,-10.2672,12.6902,-14.4423,14.3164,-12.6311,10.9349,-10.1322,9.1248,-7.1725,4.9596,-3.128,1.9877,-1.5305,1.1137,-0.45131,0.055325,four
1,-3.189,5.0659,-6.3996,8.0616,-9.7347,10.1677,-9.1105,7.5755,-5.7753,3.5718,-1.6289,0.32222,0.64821,-1.3395,1.4354,-0.98551,0.60817,-0.61229,0.56541,-0.22206,four
1,-2.0122,1.9734,-2.3171,3.1171,-3.9401,4.6458,-4.2762,4.1023,-4.4775,4.4192,-4.2146,3.4943,-2.6546,2.496,-1.9487,1.1824,-0.75512,0.47112,-0.28248,0.11499,four
1,-3.3613,4.5477,-3.4419,2.4366,-2.3378,2.1645,-2.3365,2.9003,-2.6425,1.8718,-1.6333,1.5284,-1.1775,0.91063,-0.71507,0.55413,-0.41663,0.19628,-0.023796,-0.0072047,four
1,-2.9922,3.4251,-2.4876,2.3486,-2.0635,1.4501,-1.7984,2.061,-1.5902,1.3102,-1.215,1.0148,-0.78743,0.62608,-0.5932,0.45172,-0.18742,0.11304,-0.1287,0.054702,four
1,-1.8159,1.1575,-0.91829,1.1893,-1.1138,1.3141,-1.3867,1.1881,-1.0886,1.0722,-0.9481,0.76901,-0.75631,0.73516,-0.57904,0.42575,-0.3694,0.34649,-0.16231,0.00010968,four
1,-2.7009,2.8953,-1.9027,1.6792,-1.839,1.6517,-1.8113,2.1567,-1.9603,1.7037,-1.6295,1.1826,-0.78182,1.0616,-1.261,0.851,-0.41178,0.25728,-0.12616,0.014875,four
1,-2.6138,2.8793,-2.7982,3.5073,-3.6198,2.6533,-0.93064,-0.10379,-0.5759,0.81493,-0.16816,0.72803,-1.9258,2.4814,-2.317,1.6225,-1.3587,1.3906,-0.77842,0.13945,four
1,-2.761,3.2525,-2.9022,2.6192,-1.8721,1.4469,-1.4553,1.5598,-2.3439,2.8033,-2.3129,1.8702,-1.4,1.1614,-1.4158,1.3014,-1.2373,1.4964,-1.0636,0.28284,four
1,-2.4941,2.3971,-1.7313,1.8369,-1.8672,1.884,-2.0916,2.105,-2.0613,1.9289,-1.4598,1.1575,-1.2179,1.1806,-0.99901,0.74547,-0.50838,0.4682,-0.36562,0.11794,four
1,-2.2634,2.2188,-1.9611,2.3487,-2.6756,2.8601,-2.6755,2.5636,-2.9639,2.9402,-2.2488,1.9228,-1.9782,1.9813,-1.5253,0.77609,-0.59396,0.76627,-0.47344,0.12169,four
1,-2.2883,2.1564,-1.7497,2.1913,-2.8043,3.5649,-4.1094,3.8921,-3.4625,3.1352,-2.7453,2.6595,-2.6404,2.1595,-1.3442,0.79503,-0.73508,0.68096,-0.30366,0.045914,four
1,-1.6946,0.39247,0.080373,0.90099,-0.90882,0.10643,-0.0082595,0.71771,-0.73721,0.17135,-0.31831,0.66243,-0.46581,0.30529,-0.4593,0.26671,0.052185,0.092101,-0.161,0.031466,four
1,-1.5572,0.28282,-0.12032,0.84962,-0.52345,0.083385,-0.10865,0.6138,-0.66721,0.13909,-0.36284,0.75084,-0.4286,0.18983,-0.36752,0.3055,0.043961,-0.039915,-0.12534,0.067793,four
1,-1.7713,0.54888,0.33614,-0.15016,0.051259,0.40119,-0.88104,0.85246,-0.58117,0.23015,-0.19851,0.50574,-0.27923,-0.098749,0.0048356,0.25469,-0.45337,0.37251,-0.15029,0.040225,four
1,-1.7113,0.30006,0.14912,0.61529,-0.17956,0.48547,-1.0495,0.50301,-0.55621,0.5783,-0.20403,0.40368,-0.35424,0.22884,-0.32632,0.19326,-0.20179,0.27399,-0.15607,0.047901,four
1,-2.4558,1.9259,-0.71633,0.57501,-0.22664,0.24754,-0.9578,0.99906,-0.60001,0.35187,-0.38926,0.6416,-0.6142,0.31098,-0.062726,0.021545,-0.015702,-0.13328,0.19641,-0.073383,four
1,-1.2526,0.19069,-0.44241,0.58488,-0.16021,0.62126,-0.40992,0.31503,-0.43175,0.077368,-0.22937,0.28219,-0.20008,0.25993,0.020505,0.070626,-0.13007,-0.021595,-0.1408,0.18954,four
1,-2.3949,1.7975,-0.88475,1.0367,-0.46791,0.28715,-1.0065,1.1431,-0.69148,0.050393,-0.20651,0.68672,-0.24988,0.10111,-0.31541,0.024491,0.024389,0.1783,-0.091445,-0.0064198,four
1,-2.3985,2.0396,-1.2823,1.073,-0.42099,0.34305,-0.72856,0.85833,-0.66511,0.12704,-0.22001,0.48301,-0.31961,0.37702,-0.31532,0.010788,0.19185,-0.11914,-0.10758,0.096627,four
1,-2.5194,2.36,-1.6443,1.3779,-0.47777,0.20257,-0.85652,1.1262,-0.84894,0.28861,-0.13404,0.27159,-0.28403,0.46477,-0.44782,0.16686,-0.018023,0.019951,-0.070441,0.048769,four
1,-2.0257,1.6214,-1.5617,2.152,-2.2619,2.1893,-2.1259,2.1368,-1.9298,1.6827,-1.6089,1.4198,-1.2154,0.97848,-0.70587,0.59479,-0.463,0.32184,-0.2203,0.087078,four
1,-2.2138,1.7746,-1.3817,1.9503,-2.0667,2.0112,-2.0941,2.0212,-1.9838,1.8627,-1.6036,1.4157,-1.1597,0.95233,-0.79733,0.57014,-0.48096,0.38778,-0.15229,0.014731,four
1,-3.9567,7.7403,-10.9301,13.2591,-14.2229,13.7886,-13.2387,13.413,-14.034,14.214,-12.8768,10.4042,-8.1169,6.2349,-4.6128,3.5891,-2.907,1.9107,-0.78549,0.1481,four
1,-2.8959,3.9223,-4.4678,5.3766,-6.3183,7.2976,-7.6077,7.5172,-7.7476,7.4568,-6.6406,5.7435,-4.8509,4.2508,-3.3443,2.1884,-1.5632,1.0559,-0.40316,0.057459,four
1,-2.4621,1.9345,-0.59919,1.1545,-2.693,3.0243,-2.0485,1.4566,-2.0377,2.4634,-1.7379,1.0286,-1.2747,1.421,-0.704,0.16277,-0.35476,0.45871,-0.20883,0.033628,four
1,-2.4246,2.5205,-1.8264,1.6049,-2.2969,2.8538,-2.1924,1.4989,-1.623,1.9499,-1.9405,1.5263,-1.2875,1.4234,-1.2968,0.88894,-0.52008,0.34617,-0.29053,0.12373,four
1,-2.3225,2.2165,-1.6284,1.6973,-2.1748,2.6724,-2.6767,2.3997,-2.1582,1.8365,-1.7644,1.7805,-1.3604,0.84377,-0.59031,0.64419,-0.6645,0.30472,0.042096,-0.056467,four
1,-2.5178,2.5435,-1.7264,1.7647,-2.504,2.8061,-2.228,1.6674,-1.6908,1.7839,-1.6339,1.4517,-1.3779,1.1888,-0.7542,0.53802,-0.49556,0.24671,-0.021886,-0.013234,four
1,-1.757,1.1046,-1.0387,1.3294,-1.2809,1.3723,-1.3174,1.3707,-1.2796,1.1258,-1.1514,0.93367,-0.83478,0.76023,-0.57339,0.50722,-0.36116,0.29267,-0.1668,0.0068571,four
1,-1.8479,1.1547,-0.97598,1.3596,-1.2526,1.3186,-1.355,1.2784,-1.254,1.1266,-1.0723,0.96715,-0.82281,0.73335,-0.61093,0.51217,-0.36942,0.32139,-0.21898,0.036646,four
1,-1.9675,1.362,-1.0589,1.4476,-1.4163,1.4302,-1.4581,1.4116,-1.3738,1.2429,-1.1869,1.0248,-0.88573,0.81741,-0.63578,0.56216,-0.44116,0.31767,-0.23247,0.072696,four
1,-2.2163,1.7836,-1.0534,0.99654,-1.1615,1.6138,-1.5421,1.0689,-1.1367,1.2053,-0.89969,0.69121,-0.7519,0.77351,-0.6151,0.55145,-0.48517,0.42145,-0.39533,0.17343,four
1,-2.1875,1.5508,-0.7431,0.9765,-1.0785,1.186,-1.2325,0.97241,-0.93883,0.86486,-0.64722,0.56891,-0.55029,0.53134,-0.49737,0.47156,-0.4669,0.39205,-0.20545,0.05018,four
1,-2.2026,1.323,0.088705,0.058007,-1.0035,1.7977,-1.7515,1.2304,-0.84802,0.40664,-0.50207,1.2301,-1.4022,0.76704,-0.062129,-0.00094178,-0.47786,0.62023,-0.29704,0.049397,four
1,-2.7211,2.8472,-1.5103,0.22722,0.68619,-0.3657,-1.1589,2.0236,-1.2484,-0.1948,0.91925,-0.72441,-0.001509,0.9244,-1.1959,0.6858,-0.40336,0.47098,-0.31668,0.072799,four
1,-1.9499,0.80547,0.18233,0.20307,-0.65522,1.3248,-1.3367,0.48268,-0.025418,0.024968,-0.33307,0.64734,-0.71537,0.53877,-0.038222,-0.11719,-0.20875,0.29999,-0.13668,0.023676,four
1,-2.4813,2.312,-1.2196,1.0991,-1.9545,3.305,-3.632,2.086,-1.177,1.9742,-2.5873,2.6096,-2.3088,1.6002,-1.3005,1.3102,-0.90273,0.66134,-0.63767,0.28401,four
1,-2.5045,2.4802,-1.5863,1.4273,-1.5634,1.5818,-1.6666,1.6137,-1.4005,1.3794,-1.3931,1.2638,-1.255,1.2984,-1.0867,0.8987,-0.91336,0.84258,-0.51026,0.14845,four
1,-2.4004,3.1829,-4.0006,4.9172,-5.4987,6.0794,-6.3713,6.461,-6.5244,6.3502,-5.9524,5.3588,-4.6868,4.0654,-3.2476,2.4403,-1.7356,1.1464,-0.62085,0.20201,four
1,-1.9644,2.255,-3.3117,4.0515,-4.1328,4.9067,-5.1853,5.0468,-5.2387,5.0572,-4.5557,4.0181,-3.4983,3.0058,-2.2603,1.6757,-1.1917,0.71773,-0.42215,0.17925,four
1,-1.2866,0.22312,-0.37237,0.38224,-0.039105,0.22534,-0.070896,0.088123,-0.048046,-0.047863,-0.038777,-0.030538,0.042108,-0.07462,-0.0035298,0.057197,0.041417,0.0096839,0.062994,-0.11954,four
1,-1.6992,1.0978,-1.0194,1.1598,-1.1599,1.2395,-1.2175,1.2278,-1.1547,1.0961,-0.98395,0.85171,-0.73886,0.62142,-0.52251,0.43593,-0.36216,0.29912,-0.22638,0.086085,four
1,-1.654,0.7864,-0.73964,1.2457,-1.1174,1.1617,-1.1433,1.1761,-1.2851,0.94716,-0.83468,0.71049,-0.32315,0.48987,-0.53344,0.24532,-0.21912,0.20892,-0.036222,-0.029408,four
1,-1.6094,1.3133,-1.9519,2.0803,-2.1527,2.5625,-2.3429,2.7553,-2.5324,2.1525,-2.4086,1.9616,-1.7904,1.5986,-1.1216,1.1026,-0.78832,0.42795,-0.35216,0.15363,four
1,-1.8837,1.7227,-2.2232,2.5123,-2.7378,3.0939,-2.7377,3.1716,-3.2091,2.771,-2.8442,2.3905,-2.145,1.8988,-1.469,1.3949,-1.0071,0.61262,-0.40088,0.12604,four
1,-2.3351,2.1335,-1.8123,2.4838,-2.7514,2.5092,-2.3578,2.1488,-1.9879,2.0384,-1.887,1.685,-1.5985,1.3865,-1.2056,1.0156,-0.74161,0.55527,-0.33642,0.099256,four
1,-2.6436,3.2711,-2.7651,2.1085,-1.3847,0.91192,-1.1712,1.555,-1.3569,1.0874,-0.93395,0.69614,-0.66356,0.94093,-0.93135,0.67546,-0.58547,0.56893,-0.3606,0.11887,four
1,-2.5375,3.0035,-2.5155,2.0698,-1.7375,1.6228,-1.7945,1.8354,-1.4986,1.2045,-0.94595,0.51389,-0.15333,0.13507,-0.16475,0.11822,-0.14978,0.18824,-0.1052,0.034897,four
1,-1.8849,1.2953,-0.98065,1.4972,-1.8132,1.6865,-1.372,1.4428,-1.6337,1.5294,-1.2236,1.0589,-1.0966,1.1212,-0.87103,0.48008,-0.40998,0.51257,-0.31114,0.069406,four
1,-2.1114,1.722,-1.2621,1.882,-2.2396,1.8605,-1.687,1.9272,-1.9626,1.7638,-1.5217,1.3906,-1.3288,1.2472,-1.0825,0.85146,-0.58371,0.38724,-0.26696,0.1063,four
1,-2.4805,2.8501,-2.8266,2.8486,-2.5001,2.1705,-1.8892,1.6438,-1.4883,1.3969,-1.2591,1.0885,-0.93502,0.89877,-0.94342,0.77263,-0.54483,0.53589,-0.42882,0.1538,four
1,-1.8134,1.5191,-1.4938,1.3876,-1.1505,1.1923,-1.1602,1.1914,-1.0727,0.92222,-0.7213,0.58595,-0.51612,0.44345,-0.38277,0.2659,-0.22505,0.17526,-0.11605,0.091247,four
1,-1.3488,0.97159,-1.3068,1.1929,-1.1402,1.3172,-1.1798,1.2522,-1.1438,1.0365,-0.92494,0.85714,-0.77314,0.68553,-0.60083,0.43062,-0.34536,0.21225,-0.079822,0.074085,four
1,-1.406,-0.13387,0.46471,0.90986,-1.0541,0.24538,-0.02436,0.37348,-0.49716,0.1873,-0.14493,0.50588,-0.377,0.11113,-0.24367,0.27065,-0.074019,0.1201,-0.23601,0.14507,four
1,-1.8315,1.3683,-1.5625,2.5393,-2.6484,2.1557,-2.1604,2.5687,-2.3239,1.9228,-1.9564,1.7931,-1.3434,1.2014,-1.0833,0.76112,-0.48099,0.37471,-0.29111,0.13936,four
1,-2.5881,2.9523,-2.7994,2.7271,-2.3236,2.2363,-2.3185,2.3053,-2.6103,2.5,-1.7594,1.5308,-1.5952,1.3996,-1.2916,1.2728,-1.1513,0.82887,-0.37916,0.078483,four
