1,2,3,4,5,6,7,8,9,10,y
-1.3917,2.1845,-0.98601,-0.52046,0.35246,-1.7015,-2.8902,-1.5532,-0.17571,0.0057706,three
-4.7911,0.26498,-1.0032,-0.39928,0.40226,-0.33351,-1.312,-0.51902,-0.11369,-0.13517,three
-11.7249,-0.0058769,-0.085888,0.024122,0.06336,-0.035038,-0.013242,0.026927,-0.0097506,-0.0063939,three
8.0843,3.625,0.072432,0.81061,0.98252,0.90888,-0.21754,-1.2842,-0.62962,-0.25623,three
7.8371,3.0331,0.24158,0.85901,2.5628,1.2813,-1.2738,-0.80875,-0.38947,-0.32006,three
-0.7014,0.11647,2.2499,0.86974,0.84434,1.3991,-1.3974,0.05367,0.049737,-0.43859,three
-7.5338,-0.13628,-1.066,0.55525,1.7708,-0.35719,-1.5109,-0.41279,-0.22586,-0.12544,three
-6.4109,-0.17766,-1.5255,1.0602,2.4303,-0.98507,-1.3103,-0.16507,-0.3679,-0.1253,three
-9.9931,0.47702,-1.6879,0.27824,1.7236,-0.65071,-1.3494,-0.4064,-0.24609,-0.097564,three
-4.5957,-0.56906,-1.3679,0.56923,2.2934,-0.53067,-1.5756,-0.24941,-0.27761,-0.15342,three
-7.5068,-1.0268,-0.22726,0.4623,1.7826,-0.31,-1.1922,-0.11687,-0.38689,-0.14678,three
-0.69668,2.0265,-0.51914,1.1004,0.47942,-3.4878,-3.0649,-0.11485,0.031649,-0.11664,three
-3.9899,1.0266,-0.0039137,0.55242,-0.011438,-1.0042,-1.3148,-0.67813,0.036913,0.026992,three
-29.1705,-0.0020511,0.00016374,0.0020631,-0.0026513,0.0018023,-0.0010186,0.00074925,-0.00035776,-9.6424e-05,three
-22.4146,-0.060001,-0.2215,0.209,0.081188,-0.20916,0.083888,0.068956,-0.080108,0.0077129,three
-24.2026,-0.079428,-0.32156,0.28165,0.1603,-0.2914,0.051641,0.10684,-0.07031,0.0046381,three
-20.6326,9.6493e-05,-0.00058529,-0.0004015,0.00053275,0.00060089,-0.00024243,-0.0004851,-4.5051e-20,0.00012316,three
-33.4477,0.0058207,-0.035395,-0.023606,0.031158,0.033558,-0.013552,-0.025077,0.00027602,0.0057445,three
-6.1361,1.2931,-0.63775,1.861,0.60156,-0.23364,-0.37356,-1.2476,-0.62211,-0.13244,three
-15.309,0,0,0,0,0,0,0,0,0,three
-26.0889,0,0,0,0,0,0,0,0,0,three
-1.3893,1.3071,-1.4871,0.67731,0.70343,-0.70749,-0.15104,-0.33259,-0.50692,-0.05176,three
2.8232,0.52837,-2.4018,1.2143,1.1381,-1.0927,-0.51609,-0.092571,-0.45009,-0.1144,three
-1.5995,1.6133,-1.0272,1.8619,0.52978,-1.6816,-0.33378,-0.43867,-0.75968,-0.23309,three
-26.6646,0.00053772,-0.26762,-0.0049119,0.20722,0.015392,-0.058679,-0.022365,-0.01938,0.0092685,three
3.6708,-4.1968,-2.4668,4.8867,0.39686,-0.65662,-1.906,-0.86261,-0.10549,-0.37326,three
2.2725,-4.8736,1.8639,-0.59787,1.6094,0.94352,-2.4947,0.085878,-0.37003,-0.21439,three
-20.2434,0,0,0,0,0,0,0,0,0,three
-12.3511,0.010342,-0.047686,-0.039595,0.033208,0.049764,-0.0046792,-0.030114,-0.0065636,0.0048175,three
-0.68034,-0.98728,-0.47216,1.4164,2.5384,-0.7457,-1.4702,-0.21816,-0.41693,-0.20908,three
-2.2394,-1.7046,-0.029054,1.0646,1.6658,-0.85182,-0.97036,-0.051781,-0.39996,-0.18528,three
-0.65023,-2.1775,0.078084,1.4191,1.7001,-1.0661,-0.95118,0.029829,-0.42841,-0.20205,three
-1.7196,-2.0429,-0.17473,1.5654,1.492,-1.2879,-0.80695,0.10081,-0.42144,-0.21392,three
-2.3157,-1.0816,-1.2416,1.7216,2.1691,-0.92398,-1.1688,-0.28396,-0.44211,-0.24377,three
-31.1954,0,0,0,0,0,0,0,0,0,three
-15.575,-0.0079396,-0.6719,-0.053218,0.60896,0.12394,-0.38601,-0.065477,0.13098,0.0058996,three
-1.5805,2.1477,0.50575,1.338,0.57876,-1.7453,-2.1459,-1.4903,-0.72008,-0.13566,three
-0.013247,2.915,0.79528,1.6977,1.1121,-1.9719,-2.7368,-1.681,-0.82567,-0.20349,three
-10.585,0,0,0,0,0,0,0,0,0,three
-9.5217,7.9743e-05,6.9326e-05,2.5345e-05,-3.5053e-05,-8.5657e-05,-0.00010521,-8.8721e-05,-4.9752e-05,-1.2541e-05,three
-2.1636,-2.3786,0.094024,1.3956,-1.2265,0.57224,0.14593,-0.41998,-0.14361,-0.12721,three
9.2788,4.1715,0.57428,1.7648,2.3194,1.2523,1.6857,1.1549,0.11581,0.010311,three
7.805,3.0114,-0.051585,0.84965,1.7343,1.1612,0.94844,0.61833,0.046708,0.00097086,three
7.7541,3.3595,1.5169,-0.10414,0.15084,1.3641,1.6629,0.95199,0.10595,-0.071013,three
-10.6778,0.018788,-0.014599,-0.023367,0.00501,0.015475,-0.012664,-0.030744,-0.01396,0.0018979,three
-12.62,-0.010648,-0.3137,-0.019739,0.17129,0.078894,-0.042581,-0.040168,-0.0030896,-0.0055734,three
-12.4586,-0.092529,-0.25304,0.13088,0.10551,0.016419,-0.12537,-0.01636,0.067449,-0.018387,three
-3.496,1.1273,-0.29283,-0.26204,-0.4585,0.039877,-2.1062,-1.5521,-0.40224,-0.2393,three
-1.0031,1.8128,0.28541,0.35135,-1.0487,0.11107,-2.2258,-1.6332,-0.57126,-0.34558,three
-6.4738,1.1632,-1.0571,-0.073688,0.43183,0.17633,-0.55356,-1.1565,-0.49982,-0.070918,three
-6.2268,0.58803,-0.95151,0.22162,0.52041,0.51185,-0.29609,-0.80861,-0.29291,-0.12668,three
0.036032,1.8484,-3.6461,1.1661,-1.7725,-0.71915,-0.69158,-1.3228,-0.34961,-0.57654,three
-6.6221,0.098795,-1.1539,1.6989,1.4385,-0.94962,-0.10776,0.16603,-0.27708,-0.02694,three
1.2038,0.3367,-0.90077,1.8029,1.3637,-0.48002,0.21609,0.1631,-0.19668,0.00972,three
-3.0369,0.76366,-1.1524,1.317,1.5041,-0.64792,-0.35638,-0.18363,-0.35614,-0.036327,three
0.25133,-0.78044,-2.2152,0.79924,-0.087897,-0.095579,0.36908,0.1219,-0.13983,-0.15831,three
-6.04,0.17807,-0.99177,1.2389,1.5459,-0.22176,-0.29436,-0.10481,-0.19941,-0.020121,three
-10.4481,-1.3215,-0.27452,0.49717,-0.47418,-1.1378,-1.3866,-0.6383,-0.46783,-0.026142,three
-10.4001,-0.61917,-0.89663,0.81771,-0.61641,-1.1324,-1.9108,-0.89332,-0.18178,-0.11684,three
-13.2766,0.08488,-0.17246,-0.26332,-0.033221,0.18862,0.14619,-0.0045058,-0.051502,-0.016351,three
2.6204,2.5811,-2.3017,2.0631,-1.5058,-3.2084,-2.4377,-1.3892,-0.1958,-0.44967,three
1.189,2.3395,-2.1818,2.3492,-1.1089,-2.6823,-2.2897,-1.2555,-0.0094393,-0.46222,three
4.5866,-5.298,-2.6321,4.9419,0.33407,-0.17434,-1.5639,-0.57482,-0.1869,-0.47394,three
-20.1873,0,0,0,0,0,0,0,0,0,three
0.016455,1.974,-0.57723,-1.1884,0.066912,0.26927,-0.84156,-1.2677,-0.903,-0.33762,three
-0.056516,2.0306,-0.72071,-1.202,0.35589,0.38463,-0.64707,-1.133,-0.88197,-0.32842,three
-10.8053,1.1537,-0.58165,0.93712,0.69633,-1.2794,-2.0599,-0.99238,-0.18258,-0.17003,three
-11.0063,-0.014934,-0.17126,-0.049307,0.11432,0.10759,-0.02824,-0.089939,-0.013946,0.022506,three
-3.0712,0.24165,-1.8428,3.2395,-1.1669,-1.8765,-0.95903,-1.021,-0.36044,-0.084759,three
-4.1228,0.59844,-2.1298,2.3203,-0.93799,-1.2749,-0.26793,-1.0889,-0.39334,-0.024396,three
-15.0524,-0.035443,-0.11693,0.1142,0.049018,-0.097757,0.0037186,0.031893,0.003341,-0.0052121,three
-10.4891,0.56765,-1.9145,0.68701,0.22532,-0.32714,-0.37345,-1.0495,-0.41793,-0.04821,three
-8.7016,0.99002,-0.83087,0.58353,1.2803,-0.061656,-0.51209,-0.63639,-0.52327,-0.11043,three
-23.1616,0,0,0,0,0,0,0,0,0,three
-20.7282,0.63407,-0.16393,-0.25959,0.41857,0.49935,-0.1828,-0.54229,-0.29673,-0.051718,three
-21.1663,0,0,0,0,0,0,0,0,0,three
-11.1703,1.1113,-1.7741,0.57831,2.2606,0.017526,-1.3449,-0.95155,-0.49904,-0.086868,three
-23.6786,-0.014969,-0.10788,0.044429,0.052746,-0.014667,0.0020187,-0.029796,-0.0096022,0.014891,three
-21.8743,-0.0025175,-0.10849,0.06588,0.05565,-0.051624,-0.012703,-0.045914,-0.024685,0.016016,three
-2.2537,1.7766,-0.49971,-0.66355,-0.41399,-1.3937,-1.3247,-0.51142,-0.34387,-0.15871,three
-1.3055,-0.24512,-1.9774,2.1461,-1.5445,-0.85719,-2.0002,-1.1,0.14935,-0.27336,three
-2.5912,1.1925,-0.85053,0.155,-1.0152,-0.78498,-0.84087,-0.6808,-0.23932,-0.13283,three
-2.8992,0.059951,-1.8012,1.5764,-1.1665,0.074526,-0.36254,-0.32208,0.10779,-0.27154,three
-2.947,1.1298,-1.0515,0.10324,0.024814,-1.2848,-1.1626,-0.22597,-0.039528,-0.078151,three
6.6489,0.63011,-1.4746,0.63503,0.76786,0.25885,-0.47837,-0.40525,0.044178,-0.18883,three
7.4791,1.1337,-3.4007,0.90995,0.33758,0.27469,0.34722,-0.43108,-0.037303,-0.13788,three
-9.6195,0.81706,-1.3188,0.19185,1.1936,-0.41032,-0.27456,-0.25942,-0.50665,-0.13354,three
-6.6071,0.052878,-0.93454,0.80518,1.3315,-1.0248,-0.1303,0.046664,-0.77543,-0.15458,three
-3.3088,0.86376,-0.040766,0.31258,0.28207,-1.0113,-1.349,-0.85014,-0.64729,-0.13269,three
-4.6497,1.8301,1.4279,1.476,1.1242,0.21789,-0.33197,-0.48095,-0.39718,-0.11891,three
4.3232,2.7433,-1.113,1.6077,1.3351,-2.1406,-2.2642,-1.4817,-0.63991,-0.07012,three
3.5121,1.9337,-1.8373,2.08,0.56858,-1.6394,-1.255,-1.5751,-0.68871,-0.074212,three
-16.0288,0.00037782,-0.0073358,-0.0016467,0.0084998,0.0027132,-0.0068359,-0.002555,0.0032325,0.0008148,three
-19.1399,-0.03147,-0.061264,0.091273,-0.029738,-0.0094006,-0.0015725,-0.040816,0.024509,-0.0055141,three
-11.8857,0.41157,-1.0297,0.12235,0.55421,-0.4742,-1.3785,-0.78496,-0.075313,-0.0061265,three
-7.1984,-0.3288,-0.19421,0.0026572,0.32436,-0.479,-2.2851,-1.2651,-0.41195,-0.17206,three
-13.1419,0.072094,-0.18236,-0.21158,0.033569,0.18611,0.044442,-0.05009,-0.024846,-0.0057659,three
-14.5307,0.00056821,-0.0087013,-0.0080642,-0.0013505,0.015885,0.0023083,-0.0064216,-0.001837,-0.00048059,three
-14.5383,0.0052111,-0.15755,-0.043202,0.15955,0.077672,-0.12086,-0.057673,0.051026,0.012889,three
-12.9224,0.017641,-0.13362,-0.070397,0.12225,0.095566,-0.067285,-0.066288,0.018779,0.014456,three
-4.9001,-0.23948,0.91072,-0.15649,0.17868,0.39704,-1.1895,-0.56626,-0.17756,-0.20018,three
-3.8326,-0.14897,0.054123,0.33093,0.25465,-0.22077,-0.97264,-0.51082,-0.37481,-0.25247,three
-14.0555,-0.19053,0.27176,-0.25264,0.025802,0.035503,-0.18164,-0.02895,-0.058564,-0.015186,three
-3.4697,0.35905,-1.6877,2.8622,0.49506,-2.2478,-1.261,-0.49074,-0.22555,-0.24955,three
-4.4622,0.32595,-2.0733,3.7297,-0.13832,-3.2858,-1.1609,-0.29137,-0.15927,-0.23521,three
-1.95,1.2293,-1.2112,1.8196,0.34864,-2.1183,-1.353,-0.70197,-0.30908,-0.15389,three
-5.9306,0.25911,-1.6634,3.2106,0.36271,-2.3588,-0.76087,-0.32709,-0.35052,-0.22456,three
-16.0409,-0.0029273,-0.04169,0.044891,0.031287,-0.065466,-0.014212,0.0299,-0.014771,-0.0085119,three
-9.9436,1.4398,-1.0283,0.40831,0.28824,-0.4598,-1.5998,-1.2283,0.1155,-0.023006,three
0.021449,0.69193,-3.4384,2.4309,2.4249,-2.0883,0.018278,0.38133,-0.92965,-0.16658,three
1.8773,0.82038,-2.3585,0.76385,2.6872,-0.015042,-1.5754,-0.49164,-0.069617,-0.18489,three
-12.5232,0,0,0,0,0,0,0,0,0,three
-0.54894,2.4373,1.9454,0.96965,0.16902,-0.4811,-1.0673,-1.2379,-0.80561,-0.21165,three
-15.9483,0.00099667,-0.0012673,-0.0020413,-4.3922e-05,0.0013777,3.9476e-05,-0.0014922,-0.0008609,0.00016138,three
-0.56342,2.107,1.4579,0.70102,0.3403,-0.057775,-0.58125,-0.80272,-0.58326,-0.19041,three
-15.9847,0,0,0,0,0,0,0,0,0,three
0.58051,0.071163,-0.0027062,2.713,0.13248,0.29684,-1.6138,-0.6888,-0.36922,-0.55682,three
-4.336,0.083587,-1.1744,2.4894,0.34098,-1.152,-0.62647,-0.50991,-0.17426,-0.1537,three
-4.3887,0.51754,-1.0554,1.6898,0.3945,-0.97283,-1.0297,-0.72774,-0.25865,-0.16574,three
-3.8762,0.20361,-1.0552,2.0496,0.50375,-0.78805,-0.61937,-0.58774,-0.044129,-0.12905,three
-4.2668,0.52763,-1.1655,1.3628,0.22041,-0.90348,-0.70376,-0.6289,-0.14562,-0.11101,three
-16.0011,-0.17637,-0.16449,0.1474,0.1347,-0.13558,-0.10952,0.069686,-0.0014993,-0.024853,three
3.0076,-0.5288,-1.0016,2.1836,1.0646,0.13034,-0.54689,-0.79692,-0.3056,-0.13074,three
5.0244,-1.8358,-1.1771,3.0479,0.92087,0.36369,-1.3666,-0.96515,-0.030074,-0.28015,three
0.045038,0.38828,1.2559,0.27111,-0.30191,0.60276,0.23638,0.039142,-0.14494,-0.13915,three
-5.0968,0.93984,0.44322,-0.095427,-0.15423,0.16181,-0.33565,-0.5572,-0.44027,-0.16427,three
-17.1955,-0.0041222,-0.027674,0.016632,0.022939,-0.023364,-0.0075992,0.017059,-0.0023731,-0.0037314,three
-9.7329,-0.095587,-0.41183,0.24463,0.20691,-0.098027,-0.11593,-0.0046195,0.091185,-0.01777,three
-16.278,-0.0072184,-0.53431,0.1564,0.48942,-0.29937,-0.36555,0.14289,0.077603,-0.027806,three
-16.1308,0.0010056,-0.22192,0.06562,0.23576,-0.10456,-0.19529,0.019002,0.019555,-0.014923,three
-16.2337,0.029169,-0.06154,0.051182,0.077792,-0.099698,-0.10748,0.0043522,-0.0091605,-0.018149,three
-3.2072,0.96151,-2.6771,1.8444,-1.6017,-1.0376,-1.0329,-2.2355,-0.8298,-0.4311,three
-2.4838,2.0791,-3.5386,2.0525,-0.045369,-2.1287,-1.6056,-2.0881,-0.99728,-0.18819,three
-7.5496,0.61018,-1.5689,2.156,-0.31718,-0.66321,-1.0379,-0.91105,-0.72834,-0.2962,three
-2.8785,0.2344,-1.0915,-0.83601,0.29394,-0.15033,-0.84008,-0.36328,-0.49157,-0.22425,three
-2.4802,1.0804,-0.91992,1.0937,0.85648,-0.60101,-1.1479,-1.1151,-0.42314,-0.034096,three
-16.1824,0.98004,-1.2035,-0.3712,0.34136,-0.32635,-0.95024,-0.83427,-0.11327,0.049957,three
-18.5474,-0.68188,0.42021,0.07618,-0.33463,0.32844,-0.15506,-0.038281,0.071402,-0.044678,three
