1,2,3,4,5,6,7,8,y
1,-3.7348,6.7129,-7.798,6.2506,-3.186,0.83697,-0.057741,one
1,-3.3111,5.1241,-5.2255,4.0172,-2.313,0.93448,-0.20441,one
1,-2.5973,2.5149,-1.1459,0.4031,-0.49782,0.59701,-0.26494,one
1,-2.6911,3.7864,-4.0408,3.513,-2.4443,1.2971,-0.37125,one
1,-2.6155,3.0025,-2.5634,1.7935,-0.71522,0.15297,-0.043666,one
1,-2.6102,2.881,-2.195,1.7449,-1.4706,0.9643,-0.29462,one
1,-3.0098,4.2203,-4.0374,2.9376,-1.5452,0.56727,-0.11066,one
1,-2.7318,3.27,-2.6576,1.7695,-1.0136,0.57193,-0.18944,one
1,-2.3322,2.3958,-2.0639,1.5498,-0.92957,0.74681,-0.34793,one
1,-1.0558,-0.020047,-0.0716,0.38814,-0.66973,0.71691,-0.14066,one
1,-2.9165,3.5492,-2.6186,1.5397,-0.82594,0.37543,-0.093699,one
1,-2.9253,3.6791,-3.056,2.2025,-1.2678,0.43541,-0.05745,one
1,-2.7735,3.1884,-2.3034,1.4247,-0.7897,0.34853,-0.085935,one
1,-2.7527,2.9383,-1.5173,0.40601,-0.2554,0.33512,-0.14624,one
1,-2.361,2.0365,-1.0085,0.59124,-0.50425,0.39014,-0.13567,one
1,-2.3263,1.8847,-1.004,1.4524,-1.8403,1.1433,-0.3058,one
1,-2.2874,1.9659,-1.2807,1.5949,-1.7036,1.0027,-0.28199,one
1,-3.8702,6.5034,-5.7351,2.0532,0.86547,-1.149,0.33984,one
1,-3.8393,6.5261,-6.1649,2.9947,-0.068157,-0.68265,0.24319,one
1,-2.3638,2.0918,-1.043,0.90068,-1.1,0.81092,-0.27144,one
1,-2.7277,3.3375,-2.4174,1.125,-0.22205,-0.11645,0.0697,one
1,-2.6098,2.9161,-1.6723,0.23858,0.52312,-0.49676,0.14769,one
1,-2.211,2.217,-1.1416,3.5488e-05,0.34879,-0.086385,-0.052384,one
1,-1.9667,1.562,-0.46946,-0.21173,0.046157,0.39883,-0.26909,one
1,-2.4794,2.5637,-1.8383,1.332,-1.0827,0.87425,-0.34877,one
1,-2.2063,2.1532,-1.2649,0.27617,0.011208,0.24235,-0.15062,one
1,-2.1289,1.4412,-0.096805,-0.43364,-0.31543,1.1968,-0.64662,one
1,-2.1314,1.4812,-0.11848,-0.60035,0.038014,0.91722,-0.56826,one
1,-2.3101,2.1081,-1.1302,0.30553,-0.2432,0.69074,-0.3978,one
1,-0.49149,0.14902,-0.32756,0.0038589,-0.19438,0.019351,-0.090275,one
1,-2.1137,1.4596,-0.19342,-0.4144,-0.18552,1.0874,-0.62185,one
1,-2.5471,2.4753,-1.4832,1.1237,-0.89212,0.4501,-0.11232,one
1,-2.153,1.6607,-0.99276,1.0641,-0.61209,-0.060723,0.12747,one
1,-1.9244,1.2885,-0.94612,1.0972,-0.41892,-0.17666,0.11792,one
1,-2.5969,3.2093,-2.6476,1.3924,-0.53473,0.47509,-0.25727,one
1,-2.3507,2.4557,-2.2431,1.8879,-0.93327,0.22851,-0.012435,one
1,-2.2566,2.3998,-2.293,1.6647,-0.62304,0.23981,-0.095328,one
1,-2.9986,4.4985,-4.7305,3.7802,-2.145,0.80982,-0.18501,one
1,-3.0928,3.68,-1.9513,0.61299,-0.86863,0.99925,-0.37331,one
1,-2.0244,2.3641,-2.3953,1.8423,-0.95848,0.35762,-0.021501,one
1,-2.1621,2.3259,-1.9384,1.2483,-0.68441,0.45126,-0.15293,one
1,-2.0332,1.94,-1.5919,1.1619,-0.71271,0.49162,-0.17272,one
1,-2.4538,2.2923,-1.092,0.69091,-1.145,1.1705,-0.43824,one
1,-1.8479,1.4154,-1.4806,1.5803,-1.2219,1.1108,-0.52247,one
1,-2.8807,4.1026,-4.4114,3.8631,-2.605,1.3429,-0.40235,one
1,-3.5021,6.069,-7.1238,6.0188,-3.4872,1.2829,-0.24806,one
1,-2.9462,4.4489,-4.8501,3.7412,-1.8705,0.60584,-0.11608,one
1,-2.8471,4.039,-4.0802,2.8777,-1.2189,0.33643,-0.096312,one
1,-3.0728,4.7243,-5.1348,4.1719,-2.3618,0.92792,-0.23236,one
1,-1.7224,1.0987,-0.85758,0.45939,0.063374,0.27898,-0.28175,one
1,-1.675,1.0436,-0.63899,0.59189,-0.7314,0.69694,-0.19354,one
1,-1.2339,0.33168,-0.031217,0.066426,-0.47223,0.79971,-0.32366,one
1,-3.1478,4.6333,-4.1719,2.415,-0.98509,0.37066,-0.092106,one
1,-2.5597,2.5271,-1.2934,0.62751,-0.82398,0.91986,-0.38791,one
1,-2.0317,1.7096,-1.0009,0.52697,-0.45363,0.42939,-0.13231,one
1,-1.9575,1.5687,-0.83061,0.24113,-0.15744,0.31855,-0.1296,one
1,-1.9366,1.626,-1.0199,0.42963,-0.3061,0.43865,-0.18445,one
1,-2.0669,1.7732,-0.93655,0.24412,-0.16294,0.34993,-0.16318,one
1,-2.04,1.6595,-0.80055,0.17267,0.012198,0.10087,-0.048965,one
1,-2.4102,3.0996,-3.288,3.15,-2.7003,1.7745,-0.55529,one
1,-2.262,2.7052,-2.6149,2.2796,-1.9353,1.3707,-0.45198,one
1,-2.4927,3.0946,-2.9296,2.4204,-1.8717,1.3081,-0.48415,one
1,-1.1373,0.48116,-0.49751,0.60254,-0.33483,0.51725,-0.38696,one
1,-3.1209,3.7059,-1.941,0.7781,-1.0921,0.98389,-0.29201,one
1,-2.2126,2.0158,-1.3702,0.92935,-0.56741,0.47994,-0.25954,one
1,-1.7781,0.96894,-0.52338,0.61212,-0.55941,0.50174,-0.20732,one
1,-1.7528,0.99293,-0.53972,0.60228,-0.47456,0.35728,-0.16778,one
1,-2.3673,2.3858,-1.3457,0.39576,0.040534,0.016658,-0.047212,one
1,-1.6385,0.19668,0.3447,1.0677,-1.2449,0.092189,0.22601,one
1,-2.1192,1.6352,-0.78012,0.81091,-1.14,1.0121,-0.39852,one
1,-2.6418,3.6182,-4.2399,4.1106,-2.9081,1.5577,-0.47436,one
1,-3.076,4.8209,-5.455,4.7254,-2.897,1.1671,-0.26171,one
1,-3.2178,5.0177,-5.4098,4.4289,-2.4991,0.80715,-0.10651,one
1,-2.1385,2.107,-1.0214,-0.16418,0.34014,0.071754,-0.054902,one
1,-2.4497,2.8674,-1.7714,0.026366,0.78902,-0.51565,0.17844,one
1,-2.1907,1.983,-1.3218,0.79466,-0.40736,0.27502,-0.10888,one
1,-2.1804,1.7815,-0.742,0.17042,-0.27837,0.57056,-0.3043,one
1,-2.8352,3.2934,-2.012,0.49674,0.15625,-0.036621,-0.054743,one
1,-2.6599,2.8903,-1.5726,0.12899,0.35116,-0.045891,-0.079913,one
1,-2.4184,1.8788,-0.3727,0.26914,-0.99255,0.97282,-0.33024,one
1,-3.0271,4.108,-2.9898,0.64865,0.7638,-0.57167,0.09158,one
1,-2.5662,2.5422,-0.79602,-0.71384,0.5601,0.27284,-0.28289,one
1,-3.197,4.6115,-4.4415,3.8474,-2.962,1.511,-0.33867,one
1,-3.4764,5.5507,-5.8109,4.8363,-3.0696,1.1484,-0.14989,one
1,-1.5273,0.86246,-0.51274,0.39536,-0.52449,0.46825,-0.04836,one
1,-2.9823,4.4572,-4.8154,4.1868,-3.0391,1.691,-0.45712,one
1,-3.1849,5.2612,-6.1989,5.3991,-3.4897,1.6495,-0.40856,one
1,-2.9023,3.7795,-3.7928,3.7625,-2.6579,0.87751,-0.043547,one
1,-2.8153,4.3984,-5.3311,4.954,-3.5472,2.0274,-0.64466,one
1,-2.7178,3.6641,-3.7726,3.3076,-2.5767,1.7253,-0.61138,one
1,-1.5151,0.57154,-0.18257,1.016,-1.2188,0.38345,0.089507,one
1,-1.5787,1.4806,-1.5273,1.5,-0.92886,0.48364,-0.39342,one
1,-2.5613,3.1823,-3.2479,2.9458,-2.1979,1.4233,-0.52855,one
1,-2.7412,2.7418,-1.3705,0.96222,-1.2713,0.98836,-0.29588,one
1,-2.5796,2.7628,-1.6358,0.25472,0.99086,-1.2116,0.46153,one
1,-2.7719,3.4229,-2.6514,1.2238,0.32267,-0.87595,0.37099,one
1,-2.83,3.5611,-3.2956,2.7087,-1.4517,0.34116,-0.012885,one
1,-3.2313,4.6533,-4.3545,3.3045,-1.9137,0.63094,-0.068898,one
1,-1.7737,1.1417,-0.53395,0.18942,0.04062,0.25735,-0.25425,one
1,-1.6378,0.83231,-0.51935,0.55561,-0.3507,0.44408,-0.26415,one
1,-2.3893,2.5961,-1.8978,0.85184,-0.030027,-0.044041,-0.03196,one
1,-2.4325,2.6477,-2.1379,1.7294,-1.143,0.50487,-0.10607,one
1,-2.4593,2.5195,-1.9,1.7131,-1.2361,0.48585,-0.073472,one
1,-2.5817,2.5852,-1.3996,0.81224,-0.60635,0.23305,-0.015626,one
1,-3.5387,5.8018,-6.4365,5.8429,-4.2855,2.142,-0.52034,one
1,-2.1491,1.3997,-0.46629,0.95708,-1.2843,0.68314,-0.12639,one
1,-2.2883,1.6455,-0.52713,0.94963,-1.5363,1.0287,-0.25992,one
1,-2.5768,3.1389,-2.6087,1.4252,-0.46431,0.14151,-0.02421,one
1,-2.0696,0.83694,0.65279,0.0060099,-0.76974,0.42739,-0.06614,one
1,-2.6414,3.2071,-2.8658,2.2654,-1.0575,0.018721,0.13444,one
1,-2.7097,3.4297,-3.1165,2.2379,-0.96373,0.12213,0.042545,one
1,-2.732,3.3909,-3.0056,2.3497,-1.218,0.20181,0.059507,one
1,-2.4762,2.7215,-2.1294,1.5893,-0.74304,-0.0020805,0.11306,one
1,-2.6409,3.2976,-2.9922,2.2812,-1.0457,0.03843,0.14128,one
1,-2.4313,2.2797,-1.3191,0.85371,-0.82535,0.80091,-0.34514,one
1,-3.0816,4.1137,-3.0629,1.2167,0.081859,-0.35441,0.11533,one
1,-3.1277,4.9948,-5.7396,4.9998,-3.202,1.4415,-0.34947,one
1,-2.5419,2.879,-2.1458,1.3711,-1.1465,1.0275,-0.41698,one
1,-3.0893,4.646,-4.3346,2.4105,-0.63442,0.041971,0.00054636,one
1,-1.922,1.1716,-0.47593,0.67198,-0.65228,0.44794,-0.20856,one
1,-2.3962,2.117,-0.90883,0.69962,-1.0369,0.82482,-0.26286,one
1,-2.072,1.4834,-0.61465,0.65509,-0.78376,0.65252,-0.29602,one
1,-2.504,2.0792,-0.84297,0.85366,-0.74813,0.038677,0.13192,one
1,-2.4542,2.8039,-2.4175,1.7424,-0.89471,0.45108,-0.20147,one
1,-2.6648,3.4013,-3.1572,2.3237,-1.4355,0.89908,-0.34103,one
1,-1.0931,-0.039715,-0.091855,0.683,-0.38441,0.24822,-0.18133,one
1,-1.5034,0.58545,-0.47916,0.51867,-0.045874,-0.023121,-0.051926,one
1,-1.6119,0.8195,-0.55559,0.55011,-0.44528,0.44763,-0.17632,one
1,-1.3166,0.32809,-0.53739,0.81543,-0.36379,0.20947,-0.075846,one
1,-1.5164,0.84162,-0.92221,0.71844,-0.20424,0.28922,-0.15111,one
1,-2.1278,1.7006,-1.0107,1.046,-1.2768,1.1545,-0.46059,one
1,-2.2778,2.1873,-1.629,1.516,-1.3714,0.91653,-0.2981,one
1,-2.6247,3.5509,-3.4216,2.4829,-1.2134,0.39473,-0.083224,one
1,-1.9177,1.1757,-0.56672,1.1264,-1.3849,0.83865,-0.21039,one
1,-1.4623,0.33932,-0.32498,1.0847,-0.75807,0.25942,-0.085354,one
1,-2.0006,1.6473,-1.2496,1.2074,-1.1638,1.1193,-0.50234,one
1,-2.1364,2.135,-2.1017,1.8578,-1.0221,0.59972,-0.28036,one
1,-1.8426,1.518,-1.3989,1.2624,-0.61458,0.29508,-0.11405,one
1,-2.2044,1.9285,-0.94472,0.5985,-0.95994,1.13,-0.49234,one
1,-2.378,2.483,-1.9678,1.8293,-1.6071,0.8583,-0.14673,one
1,-2.4133,2.4113,-1.7139,1.4912,-1.428,0.96016,-0.26663,one
1,-2.4186,2.3628,-1.4184,1.189,-1.51,1.1857,-0.3347,one
1,-2.3566,2.3501,-1.4096,0.66121,-0.64653,0.7215,-0.26544,one
1,-2.163,1.6419,-0.74833,1.1048,-1.5229,0.84321,-0.096041,one
1,-3.2691,5.2719,-5.6784,4.2392,-1.9718,0.47787,-0.057111,one
1,-2.5377,2.7442,-2.0105,1.1733,-0.50649,0.30684,-0.15361,one
1,-2.5377,2.7442,-2.0105,1.1733,-0.50649,0.30684,-0.15361,one
1,-2.7245,2.7269,-1.1015,0.58377,-1.2195,1.1093,-0.35429,one
1,-2.7861,2.9861,-1.4467,0.68311,-1.0717,0.99537,-0.33762,one
1,-2.354,1.8755,-0.52758,0.013195,0.034744,-0.034449,-0.004781,one
1,-1.5049,0.58249,-0.36133,0.54219,-0.59127,0.69265,-0.33546,one
1,-2.7494,3.6145,-3.0053,1.3418,0.2021,-0.58128,0.24592,one
1,-2.3854,2.6441,-1.7494,0.47905,0.36434,-0.35872,0.083122,one
1,-2.8514,3.9251,-3.6856,2.5612,-1.1295,0.14524,0.084628,one
1,-3.1319,4.4655,-3.9442,2.1933,-0.45249,-0.16997,0.063167,one
1,-3.2121,4.7024,-4.1704,2.2505,-0.46202,-0.11935,0.031403,one
1,-2.9046,3.357,-1.758,-0.11964,1.0293,-0.79069,0.20745,one
1,-2.3505,2.7718,-2.7222,2.4259,-1.6417,0.88952,-0.30991,one
1,-1.9654,1.5419,-1.2722,1.3138,-1.3723,1.3409,-0.55431,one
1,-2.4947,2.7104,-2.2532,1.6592,-0.67866,0.066753,0.021638,one
1,-2.2521,2.501,-2.4926,2.4203,-1.8109,1.077,-0.3672,one
1,-1.2362,0.1068,-0.010187,0.099502,-0.20063,0.545,-0.25783,one
1,-3.2551,5.3647,-6.2368,5.6499,-3.9259,1.8684,-0.44877,one
1,-2.9073,4.2913,-4.5528,3.8325,-2.4268,0.98651,-0.18469,one
1,-1.9847,1.6282,-0.86077,0.34915,0.15205,-0.39336,0.20552,one
1,-3.2982,5.661,-6.8394,6.2926,-4.3097,1.9854,-0.46313,one
1,-3.1517,5.0228,-5.6191,4.7661,-3.0067,1.3201,-0.31043,one
1,-2.11,1.9686,-1.4914,1.2564,-1.412,1.3791,-0.52855,one
1,-2.2414,2.2878,-1.7729,1.3796,-1.4071,1.3006,-0.48317,one
1,-2.3536,2.7012,-2.1656,1.3038,-0.92293,0.80633,-0.28267,one
1,-1.4074,0.98131,-0.90588,0.72509,-0.59786,0.52082,-0.07365,one
1,-2.8698,3.7163,-3.1255,2.1474,-1.5105,1.0136,-0.34403,one
1,-2.0408,1.6576,-0.98062,0.63433,-0.87538,1.1745,-0.5243,one
1,-1.822,0.94366,0.11108,-0.54971,0.30946,0.40895,-0.37772,one
1,-2.2105,1.3788,0.3886,-0.73357,-0.015814,0.37763,-0.14365,one
1,-2.7974,3.1588,-2.1101,1.0008,-0.027564,-0.36031,0.14431,one
1,-2.881,3.7816,-3.3292,2.173,-1.0861,0.52641,-0.17203,one
1,-2.5612,2.6979,-1.7364,0.90557,-0.32962,0.048828,-0.0019021,one
1,-2.8646,3.5476,-2.601,0.8612,0.48253,-0.51116,0.093909,one
1,-2.4025,2.3405,-1.411,0.49264,0.01833,0.11638,-0.14188,one
1,-2.276,2.1849,-1.7681,1.2755,-0.51817,0.25694,-0.1429,one
1,-2.2689,1.9461,-1.1811,0.65911,-0.1671,0.17515,-0.15633,one
1,-2.5807,2.3431,-0.86888,0.37128,-0.51766,0.38978,-0.12151,one
1,-1.8571,0.56296,0.57222,0.092386,-0.58746,0.31385,-0.062661,one
1,-1.7285,1.546,-1.2677,0.82958,-0.47401,0.3909,-0.17901,one
1,-2.4981,2.2819,-0.62948,-0.4233,0.30178,0.16301,-0.16779,one
1,-2.2016,1.967,-1.1103,0.53475,-0.16326,0.055283,-0.030992,one
1,-2.7911,3.7461,-3.4235,2.1384,-0.62203,-0.075286,0.07525,one
1,-1.8035,1.3513,-0.85195,0.63073,-0.55768,0.64766,-0.3876,one
1,-2.3024,2.3993,-1.8914,1.3975,-0.95489,0.64519,-0.27543,one
1,-1.9427,1.0799,0.062321,-0.1029,-0.35921,0.516,-0.22967,one
1,-2.5424,3.2806,-3.4047,3.161,-2.251,1.0814,-0.26859,one
1,-1.3645,1.2925,-0.94552,0.69068,-0.33388,-0.053981,0.10138,one
1,-2.2288,1.6191,-0.56177,0.68738,-0.88831,0.53655,-0.13978,one
1,-2.6346,2.3663,-0.97542,0.93632,-1.2262,0.65077,-0.10506,one
1,-1.8958,0.76389,0.18609,0.40056,-0.70327,0.31587,-0.039755,one
1,-2.489,1.9445,-0.52678,0.73001,-1.1754,0.62573,-0.094965,one
1,-2.2929,1.3657,0.14675,0.43075,-1.2447,0.73374,-0.12065,one
1,-1.8547,1.2765,-1.1997,1.4852,-1.0513,0.68674,-0.30617,one
1,-2.1388,2.2133,-2.0087,1.5445,-0.76476,0.27385,-0.08294,one
1,-2.8448,4.7045,-5.602,4.9842,-3.2579,1.4415,-0.28381,one
1,-3.5934,6.706,-8.6863,8.1738,-5.5725,2.6389,-0.64938,one
1,-3.7119,7.0206,-8.9495,8.1265,-5.2356,2.2506,-0.482,one
1,-4.1332,8.4325,-11.1647,10.2957,-6.5681,2.6887,-0.53841,one
1,-3.7294,6.912,-8.3589,6.9329,-3.8948,1.376,-0.21564,one
1,-3.7902,7.4044,-9.8031,9.2568,-6.2012,2.7695,-0.61812,one
1,-1.6195,0.73933,-0.42977,0.63239,-0.69711,0.80199,-0.38514,one
1,-2.7103,3.4816,-2.7028,1.1944,0.00088471,-0.37566,0.14809,one
1,-2.5215,3.0359,-2.3416,1.0304,0.074721,-0.33501,0.099564,one
1,-2.2562,2.3161,-1.7947,1.3212,-1.2019,1.1963,-0.54642,one
1,-2.2971,2.2347,-1.3953,0.86224,-0.907,1.0243,-0.49776,one
1,-3.1259,5.2778,-6.2012,5.3389,-3.3533,1.4999,-0.37333,one
1,-2.9838,4.4343,-4.5341,3.3965,-1.9539,0.95228,-0.27205,one
1,-3.0288,4.2121,-3.6011,1.9519,-0.50746,-0.029614,0.035951,one
1,-1.7968,1.271,-0.66158,0.61206,-1.1509,0.98884,-0.2581,one
1,-2.9689,4.2425,-4.5272,4.0973,-2.7065,1.0757,-0.20518,one
1,-2.978,4.3142,-4.6628,3.9326,-2.2721,0.82781,-0.15721,one
1,-2.9372,4.1733,-4.5413,4.148,-2.7265,1.1147,-0.22565,one
1,-0.80553,0.18679,-0.7571,0.22331,0.075472,0.15646,-0.060215,one
1,-2.3231,2.2909,-1.8611,1.29,-0.42095,0.090666,-0.060062,one
