1,2,3,4,5,6,y
1,-3.5939,5.8618,-5.7,3.3144,-0.87805,one
1,-1.7769,1.3343,-0.66457,-0.11649,0.27586,one
1,-2.4927,2.7247,-1.8032,0.70486,-0.082964,one
1,-2.6471,2.9594,-2.0456,1.1675,-0.40024,one
1,-2.9477,4.055,-3.3811,1.7813,-0.48436,one
1,-3.1822,4.6195,-4.0407,2.2043,-0.58393,one
1,-2.6503,3.3761,-2.5519,1.0693,-0.12576,one
1,-2.7996,3.7276,-3.0523,1.5613,-0.35526,one
1,-2.135,2.0815,-1.5273,0.99438,-0.30523,one
1,-2.9634,4.2393,-3.6479,1.8616,-0.41355,one
1,-2.2724,2.589,-2.0913,1.1272,-0.23204,one
1,-2.4777,2.5455,-1.5817,0.71244,-0.16664,one
1,-2.2561,2.1571,-1.4107,0.72792,-0.17527,one
1,-1.8332,1.2423,-0.57428,0.25921,-0.044385,one
1,-2.1588,1.6133,-0.40994,-0.053633,0.05244,one
1,-2.4047,2.1148,-0.83347,0.17221,-0.022521,one
1,-2.1858,2.146,-1.7164,1.086,-0.30703,one
1,-2.7517,3.312,-2.4277,1.15,-0.26173,one
1,-2.3113,2.2529,-1.7329,1.2354,-0.4213,one
1,-2.5591,2.7176,-1.9179,1.1207,-0.34024,one
1,-2.6265,2.7992,-1.9577,1.1846,-0.38751,one
1,-2.3739,3.0834,-2.5066,1.1369,-0.17557,one
1,-2.5079,3.1824,-2.4973,1.0702,-0.13319,one
1,-2.3224,3.0274,-2.4352,1.0938,-0.20902,one
1,-2.2957,1.9253,-1.0195,0.66448,-0.25108,one
1,-1.9077,1.7113,-1.248,0.39969,0.15616,one
1,-1.3154,0.48054,-0.40519,0.31891,0.064865,one
1,-1.9749,1.7726,-1.1477,0.31477,0.14438,one
1,-2.226,2.4113,-1.8777,0.86232,-0.064052,one
1,-1.1149,0.47947,-0.94924,0.81803,-0.067695,one
1,-2.6751,2.9162,-1.9751,1.0708,-0.32353,one
1,-2.5593,2.6614,-1.7917,1.092,-0.39091,one
1,-2.6618,2.9188,-1.8093,0.77629,-0.20988,one
1,-1.8434,1.2,-0.4442,0.31835,-0.15214,one
1,-2.7257,3.6574,-3.2858,2.0239,-0.61116,one
1,-2.1894,1.283,0.13655,-0.24022,0.010347,one
1,-2.836,2.6783,-0.5751,-0.4786,0.21209,one
1,-2.7158,2.4156,-0.3296,-0.64425,0.27678,one
1,-2.6343,3.2184,-2.4563,1.1268,-0.20112,one
1,-2.2379,2.0431,-0.80857,-0.24542,0.3341,one
1,-2.0317,1.3329,-0.26768,-0.1133,0.10213,one
1,-2.1486,1.2491,0.26631,-0.46992,0.11794,one
1,-2.1421,1.3668,-0.14357,-0.037843,-0.033439,one
1,-2.2858,1.9465,-0.81451,0.121,0.047427,one
1,-1.6406,0.61535,-0.13053,0.36799,-0.18638,one
1,-2.5295,2.5508,-1.3744,0.43779,-0.038868,one
1,-2.7564,3.1452,-1.9409,0.65898,-0.071461,one
1,-2.218,2.3068,-1.6974,0.83489,-0.12902,one
1,-2.8096,3.5136,-2.8039,1.4909,-0.37582,one
1,-3.0797,4.1575,-3.4148,1.8175,-0.47433,one
1,-2.1602,2.0389,-1.3802,0.58819,-0.024088,one
1,-2.2441,1.8718,-0.74298,0.16877,0.0024822,one
1,-2.0421,1.2079,0.075853,-0.26667,0.066593,one
1,-1.975,1.4884,-0.75505,0.35112,-0.062738,one
1,-2.5401,3.0341,-2.4332,1.2699,-0.30098,one
1,-1.7593,1.1579,-0.36534,-0.19409,0.27507,one
1,-1.7171,1.1076,-0.34144,-0.17985,0.26974,one
1,-2.3117,1.5781,0.0515,-0.32095,0.015722,one
1,-1.217,0.72818,-0.64694,0.34502,0.018046,one
1,-2.0315,1.75,-0.93404,0.27631,0.044928,one
1,-2.0054,1.3101,-0.12318,-0.258,0.17189,one
1,-2.1694,1.8671,-0.92901,0.31953,0.00050528,one
1,-2.4283,2.4742,-1.6266,0.86464,-0.22617,one
1,-2.1101,1.9928,-1.4036,0.80875,-0.21303,one
1,-2.0518,1.7425,-1.2362,0.93027,-0.33335,one
1,-2.4052,2.9688,-2.4954,1.3263,-0.27749,one
1,-2.0151,1.6504,-1.3779,1.1075,-0.34763,one
1,-1.8804,1.2104,-0.55458,0.33206,-0.071393,one
1,-2.2586,2.86,-2.6391,1.7468,-0.60881,one
1,-1.7876,1.1763,-0.46754,0.026797,0.14662,one
1,-1.908,1.1036,-0.33222,0.33522,-0.1583,one
1,-1.8401,1.3928,-0.50581,-0.08396,0.19322,one
1,-1.8144,1.5273,-0.76356,-0.10964,0.31816,one
1,-1.41,0.90575,-0.87095,0.5782,-0.041367,one
1,-2.0587,1.9696,-1.3504,0.41146,0.12187,one
1,-1.8789,1.4959,-1.0247,0.55811,-0.047683,one
1,-1.7914,1.436,-1.0632,0.50664,0.026268,one
1,-1.9508,1.7166,-1.0841,0.20728,0.21881,one
1,-2.8607,4.0238,-3.6454,2.0623,-0.54854,one
1,-1.8931,0.90063,-0.033806,0.2172,-0.16671,one
1,-1.8341,1.4137,-1.1696,0.81542,-0.19377,one
1,-1.692,1.3056,-0.87878,0.45448,-0.041661,one
1,-3.3725,5.3724,-5.1852,3.0153,-0.81208,one
1,-3.3909,5.4242,-5.2345,3.032,-0.81241,one
1,-2.882,4.0021,-3.7805,2.4129,-0.73908,one
1,-2.1565,2.0889,-1.6602,1.1549,-0.36517,one
1,-1.147,0.15389,-0.13161,0.65826,-0.40305,one
1,-1.2624,0.23512,-0.16989,0.67323,-0.364,one
1,-1.2661,0.39934,-0.2917,0.53715,-0.27174,one
1,-1.5154,0.4754,-0.24956,0.44983,-0.13107,one
1,-1.848,0.79019,0.33233,-0.40151,0.1582,one
1,-1.4764,0.25501,0.048384,0.36006,-0.16495,one
1,-1.3155,0.42231,-0.23784,0.22945,-0.053197,one
1,-1.8554,0.67157,0.64461,-0.61794,0.17179,one
1,-1.8772,0.90933,-0.2579,0.54566,-0.28341,one
1,-2.1246,1.8969,-1.2707,0.64115,-0.082159,one
1,-2.1731,2.2934,-1.8531,1.0864,-0.24702,one
1,-1.7428,0.98479,-1.0491,1.3494,-0.53367,one
1,-1.7023,0.93131,-0.88343,1.133,-0.46988,one
1,-1.9558,1.3709,-1.1794,1.3943,-0.6173,one
1,-2.5301,2.5947,-1.3231,0.37539,-0.06417,one
1,-3.2121,4.629,-3.7881,1.7661,-0.36345,one
1,-2.4151,2.2423,-0.90584,0.12465,0.0032814,one
