1,2,y
1,-0.9703,one
1,-0.4975,one
1,-0.97874,one
1,-0.96892,one
1,-0.96656,one
1,-0.94609,one
1,-0.96281,one
1,-0.9557,one
1,-0.97199,one
1,-0.973,one
1,-0.97853,one
1,-0.98023,one
1,-0.97741,one
1,-0.98327,one
1,-0.98232,one
1,-0.969,one
1,-0.95865,one
1,-0.93177,one
1,-0.94493,one
1,-0.96485,one
1,-0.9481,one
1,-0.98283,one
1,-0.92501,one
1,-0.9822,one
1,-0.98871,one
1,-0.94968,one
1,-0.92012,one
1,-0.90799,one
1,-0.8983,one
1,-0.97481,one
1,-0.95676,one
1,-0.97468,one
1,-0.9585,one
1,-0.94768,one
1,-0.95868,one
1,-0.95116,one
1,-0.92357,one
1,-0.93928,one
1,-0.94342,one
1,-0.95352,one
1,-0.96556,one
1,-0.91088,one
1,-0.9511,one
1,-0.94981,one
1,-0.99409,one
1,-0.97723,one
1,-0.98825,one
1,-0.98408,one
1,-0.98897,one
1,-0.9626,one
1,-0.91739,one
1,-0.96989,one
1,-0.94699,one
1,-0.93149,one
1,-0.96324,one
1,-0.98024,one
1,-0.97351,one
1,-0.96596,one
1,-0.96923,one
1,-0.92917,one
1,-0.9461,one
1,-0.9446,one
1,-0.957,one
1,-0.9898,one
1,-0.99117,one
1,-0.89454,one
1,-0.94486,one
1,-0.9236,one
1,-0.96565,one
1,-0.99061,one
1,-0.97476,one
1,-0.97243,one
1,-0.97533,one
1,-0.9766,one
1,-0.92003,one
1,-0.89592,one
1,-0.93396,one
1,-0.9298,one
1,-0.93148,one
1,-0.9298,one
1,-0.78535,one
1,-0.97215,one
1,-0.97269,one
1,-0.87825,one
1,-0.73124,one
1,-0.97757,one
1,-0.9588,one
1,-0.96088,one
1,-0.97582,one
1,-0.97927,one
1,-0.98512,one
1,-0.91928,one
1,-0.97167,one
1,-0.97639,one
1,-0.92621,one
1,-0.79568,one
1,-0.97901,one
1,-0.95455,one
1,-0.83508,one
1,-0.98297,one
1,-0.98581,one
1,-0.97312,one
1,-0.95216,one
1,-0.96615,one
1,-0.97431,one
1,-0.95803,one
1,-0.94217,one
1,-0.96329,one
1,-0.94659,one
1,-0.95975,one
1,-0.98162,one
1,-0.93753,one
1,-0.98746,one
1,-0.98007,one
1,-0.97776,one
1,-0.98097,one
1,-0.97994,one
1,-0.94652,one
1,-0.98777,one
1,-0.98672,one
1,-0.98938,one
1,-0.98917,one
1,-0.99317,one
1,-0.99248,one
1,-0.98249,one
1,-0.96282,one
1,-0.96593,one
1,-0.9602,one
1,-0.92972,one
1,-0.92877,one
1,-0.90238,one
1,-0.90511,one
1,-0.97353,one
1,-0.9488,one
1,-0.97188,one
1,-0.96671,one
1,-0.97584,one
1,-0.7795,one
1,-0.96717,one
1,-0.98103,one
1,-0.97436,one
1,-0.97459,one
1,-0.92019,one
1,-0.98139,one
1,-0.97985,one
1,-0.93758,one
1,-0.98044,one
1,-0.88714,one
1,-0.9358,one
1,-0.94995,one
1,-0.97057,one
1,-0.97117,one
1,-0.98009,one
1,-0.97278,one
1,-0.97672,one
1,-0.97753,one
1,-0.94941,one
1,-0.97216,one
1,-0.96467,one
1,-0.91317,one
1,-0.96345,one
1,-0.98234,one
1,-0.97243,one
1,-0.96921,one
1,-0.96718,one
1,-0.97185,one
1,-0.96734,one
1,-0.91596,one
1,-0.89933,one
1,-0.93693,one
1,-0.82677,one
1,-0.94974,one
1,-0.97733,one
1,-0.99156,one
1,-0.98618,one
1,-0.93394,one
1,-0.97322,one
1,-0.97224,one
1,-0.96624,one
1,-0.94988,one
1,-0.96381,one
1,-0.80331,one
1,-0.87669,one
1,-0.98305,one
1,-0.98159,one
1,-0.98688,one
1,-0.98293,one
1,-0.99001,one
1,-0.92576,one
1,-0.94947,one
1,-0.95099,one
1,-0.94875,one
1,-0.96031,one
1,-0.96371,one
1,-0.96537,one
1,-0.97339,one
1,-0.92021,one
1,-0.96101,one
1,-0.88144,one
1,-0.85188,one
1,-0.96424,one
1,-0.98143,one
1,-0.95394,one
1,-0.94867,one
1,-0.96844,one
1,-0.9594,one
1,-0.94241,one
1,-0.96215,one
1,-0.95331,one
1,-0.94882,one
1,-0.95337,one
1,-0.96308,one
1,-0.97309,one
1,-0.98773,one
1,-0.9872,one
1,-0.97704,one
1,-0.97089,one
1,-0.93982,one
1,-0.96232,one
1,-0.94907,one
1,-0.93567,one
1,-0.94257,one
1,-0.98017,one
1,-0.93494,one
1,-0.97122,one
1,-0.96251,one
1,-0.89064,one
1,-0.95814,one
1,-0.95271,one
1,-0.95425,one
1,-0.99,one
1,-0.95318,one
1,-0.96337,one
1,-0.89949,one
1,-0.99956,one
1,-0.98628,one
1,-0.97578,one
1,-0.97857,one
1,-0.97201,one
1,-0.96018,one
1,-0.90422,one
1,-0.95605,one
1,-0.96205,one
1,-0.94884,one
1,-0.9502,one
1,-0.94387,one
1,-0.93986,one
1,-0.96445,one
1,-0.97367,one
1,-0.96578,one
1,-0.9666,one
1,-0.96926,one
1,-0.96118,one
1,-0.97934,one
1,-0.97934,one
1,-0.94893,one
1,-0.94323,one
1,-0.99628,one
1,-0.98294,one
1,-0.95116,one
1,-0.9184,one
1,-0.95647,one
1,-0.94671,one
1,-0.94311,one
1,-0.95369,one
1,-0.92392,one
1,-0.97753,one
1,-0.9748,one
1,-0.93061,one
1,-0.98026,one
1,-0.96228,one
1,-0.94339,one
1,-0.9361,one
1,-0.93262,one
1,-0.96046,one
1,-0.95577,one
1,-0.95195,one
1,-0.91209,one
1,-0.9088,one
1,-0.96301,one
1,-0.96682,one
1,-0.96957,one
1,-0.96887,one
1,-0.98292,one
1,-0.98439,one
1,-0.97396,one
1,-0.98314,one
1,-0.98427,one
1,-0.98799,one
1,-0.99086,one
1,-0.97045,one
1,-0.96876,one
1,-0.89443,one
1,-0.95082,one
1,-0.95834,one
1,-0.95243,one
1,-0.95712,one
1,-0.97246,one
1,-0.97693,one
1,-0.93619,one
1,-0.64753,one
1,-0.97436,one
1,-0.98133,one
1,-0.97992,one
1,-0.98042,one
1,-0.97584,one
1,-0.96703,one
1,-0.96575,one
1,-0.79255,one
1,-0.95808,one
1,-0.96387,one
1,-0.96123,one
1,-0.9766,one
1,-0.95515,one
1,-0.97216,one
1,-0.91761,one
1,-0.93601,one
1,-0.94694,one
1,-0.95091,one
1,-0.87513,one
1,-0.95118,one
1,-0.95694,one
1,-0.99466,one
1,-0.98355,one
1,-0.99437,one
1,-0.99139,one
1,-0.97098,one
1,-0.99413,one
1,-0.87056,one
1,-0.9747,one
1,-0.84651,one
1,-0.82503,one
1,-0.70743,one
1,-0.9851,one
1,-0.98599,one
1,-0.97182,one
