1,2,3,4,5,y
1,-1.9905,1.7242,-1.0095,0.3909,one
1,-1.2581,1.0824,-0.56094,0.23848,one
1,-2.1746,1.4362,-0.12699,-0.10649,one
1,-2.5919,2.2626,-0.62427,-0.036498,one
1,-1.8748,0.75717,0.33957,-0.19178,one
1,-2.4413,1.8575,-0.25131,-0.15319,one
1,-2.2259,1.3202,0.23579,-0.31447,one
1,-1.5887,0.72512,-0.36462,0.32117,one
1,-1.9198,1.6275,-1.1045,0.45529,one
1,-1.9819,2.18,-1.5971,0.63475,one
1,-2.5359,3.0084,-2.1991,0.7957,one
1,-2.6484,3.2153,-2.3076,0.79136,one
1,-2.8255,3.5229,-2.4094,0.76256,one
1,-2.7666,3.47,-2.5344,0.87166,one
1,-2.4874,2.9368,-2.1873,0.80546,one
1,-1.469,0.44019,-0.10617,0.20322,one
1,-2.5255,2.7916,-1.598,0.38828,one
1,-2.3232,2.4801,-1.5909,0.51024,one
1,-2.2707,2.3539,-1.5471,0.54631,one
1,-2.354,2.3324,-1.2792,0.36472,one
1,-2.3849,2.8262,-2.0181,0.73157,one
1,-2.5998,3.1278,-2.2301,0.7763,one
1,-2.7445,3.2353,-2.0412,0.60145,one
1,-1.6872,1.1671,-0.42639,-0.049872,one
1,-2.346,2.1853,-1.0999,0.28095,one
1,-2.312,2.2971,-1.5477,0.57358,one
1,-2.2088,1.9966,-1.1969,0.4245,one
1,-0.87299,0.30238,-0.72652,0.31279,one
1,-2.1744,1.8865,-1.1288,0.42863,one
1,-2.4356,2.8743,-1.9127,0.66438,one
1,-1.8489,1.194,-0.57868,0.29115,one
1,-2.0751,2.2828,-1.6958,0.66171,one
1,-2.4212,2.9746,-2.3112,0.89099,one
1,-2.2041,2.607,-2.1042,0.85623,one
1,-2.2791,2.2163,-1.3894,0.47622,one
1,-2.237,2.1305,-1.3507,0.48131,one
1,-3.039,3.7844,-2.3532,0.63356,one
1,-3.0441,3.8287,-2.4204,0.66443,one
1,-3.0333,3.8058,-2.4244,0.67813,one
1,-2.9852,3.7418,-2.4145,0.69322,one
1,-1.8885,1.6427,-1.1177,0.40447,one
1,-2.4511,2.5929,-1.5881,0.50151,one
1,-2.5956,2.549,-1.0254,0.12863,one
1,-2.724,3.1583,-1.8513,0.46192,one
1,-2.8755,3.4293,-2.0382,0.5252,one
1,-2.5563,3.1043,-2.1615,0.74779,one
1,-2.5692,3.0251,-1.9776,0.64861,one
1,-2.0197,1.7812,-0.98356,0.3779,one
1,-2.6461,3.2941,-2.2856,0.76736,one
1,-2.1253,2.2234,-1.5754,0.63409,one
1,-2.4263,2.3471,-1.1906,0.30812,one
1,-2.196,1.9703,-1.0654,0.34303,one
1,-1.8253,1.2192,-0.52016,0.17819,one
1,-2.1619,1.6393,-0.4959,0.059739,one
1,-2.402,2.0971,-0.78624,0.11811,one
1,-2.0452,1.7875,-1.1676,0.45806,one
1,-2.6309,2.8735,-1.6756,0.46141,one
1,-2.1773,1.8514,-0.95287,0.31811,one
1,-2.463,2.3354,-1.1233,0.28273,one
1,-2.5504,2.4011,-1.0273,0.19628,one
1,-2.2435,2.7274,-2.0278,0.74305,one
1,-2.4081,2.9013,-2.1109,0.7495,one
1,-2.1894,2.6335,-1.8848,0.63621,one
1,-2.2721,1.7817,-0.5722,0.094005,one
1,-2.0193,1.9538,-1.5532,0.71503,one
1,-1.3417,0.50896,-0.4382,0.40594,one
1,-2.0633,1.9796,-1.4335,0.61266,one
1,-2.1798,2.3005,-1.7304,0.7227,one
1,-1.0644,0.41712,-0.921,0.74597,one
1,-2.6009,2.5435,-1.1522,0.22935,one
1,-2.517,2.3147,-0.88688,0.10809,one
1,-2.614,2.656,-1.2519,0.22767,one
1,-1.8375,1.1593,-0.26784,0.03879,one
1,-2.3764,2.6325,-1.677,0.57156,one
1,-2.1871,1.2817,0.12329,-0.21759,one
1,-2.8633,2.9321,-1.197,0.12867,one
1,-2.748,2.7148,-1.081,0.11635,one
1,-2.5092,2.8393,-1.8853,0.62215,one
1,-2.4268,2.6039,-1.6785,0.56538,one
1,-2.0414,1.3746,-0.40807,0.095188,one
1,-2.1227,1.2348,0.12067,-0.21958,one
1,-2.1458,1.3635,-0.097971,-0.1096,one
1,-2.2968,1.9896,-0.90888,0.22993,one
1,-1.6286,0.6123,-0.016408,0.064449,one
1,-2.5163,2.5012,-1.2772,0.33999,one
1,-2.7232,3.022,-1.7249,0.46438,one
1,-2.146,2.1231,-1.4235,0.55803,one
1,-2.6192,2.8644,-1.7274,0.50656,one
1,-2.8614,3.2744,-1.8617,0.46023,one
1,-2.1473,2.0069,-1.3319,0.53647,one
1,-2.2445,1.8737,-0.74763,0.17434,one
1,-2.0333,1.2082,-0.0046029,-0.13127,one
1,-1.9607,1.4467,-0.66428,0.22811,one
1,-2.3728,2.5311,-1.6714,0.55569,one
1,-1.8456,1.3614,-0.73983,0.31357,one
1,-1.7996,1.2938,-0.69044,0.30556,one
1,-2.3072,1.5777,0.026696,-0.28468,one
1,-1.2236,0.74009,-0.66029,0.3671,one
1,-2.0481,1.7956,-1.0147,0.36832,one
1,-2.0207,1.3718,-0.35897,0.089343,one
1,-2.1696,1.8675,-0.92996,0.32063,one
1,-2.3531,2.2198,-1.1245,0.33242,one
1,-2.03,1.7743,-1.0256,0.3763,one
1,-1.9595,1.4968,-0.73721,0.27708,one
1,-2.2071,2.4663,-1.811,0.71379,one
1,-1.8541,1.3325,-0.91465,0.46291,one
1,-1.8662,1.1768,-0.47056,0.19882,one
1,-1.899,1.9914,-1.4267,0.59066,one
1,-1.8309,1.2722,-0.65407,0.29524,one
1,-1.9026,1.078,-0.16158,0.034045,one
1,-1.8946,1.5484,-0.80499,0.28212,one
1,-1.98,1.9697,-1.3902,0.52032,one
1,-1.3884,0.87121,-0.83491,0.52076,one
1,-2.1407,2.1663,-1.6144,0.67234,one
1,-1.8566,1.4503,-0.95552,0.46959,one
1,-1.806,1.465,-1.1017,0.55408,one
1,-2.0965,2.0521,-1.5331,0.66603,one
1,-2.4738,2.8953,-2.0573,0.70527,one
1,-1.91,0.92057,0.11966,-0.10121,one
1,-1.7415,1.2334,-0.93056,0.47796,one
1,-1.676,1.2712,-0.82582,0.38466,one
1,-2.7129,3.411,-2.4152,0.81216,one
1,-2.7286,3.4463,-2.4347,0.81529,one
1,-2.4213,2.6621,-1.813,0.62336,one
1,-2.0017,1.7108,-1.0354,0.42394,one
1,-1.0528,0.1204,-0.083081,0.23394,one
1,-1.1727,0.19974,-0.097189,0.24637,one
1,-1.2094,0.34559,-0.19779,0.20852,one
1,-1.4819,0.45043,-0.19052,0.2556,one
1,-1.8303,0.75654,0.21264,-0.11195,one
1,-1.4566,0.27035,0.092978,0.1198,one
1,-1.307,0.41082,-0.21598,0.15992,one
1,-1.8024,0.57789,0.54534,-0.3083,one
1,-1.8729,0.90927,-0.00020032,0.01484,one
1,-2.086,1.8046,-1.1224,0.46976,one
1,-2.0285,1.955,-1.3702,0.58534,one
1,-1.4299,0.59409,-0.73209,0.58624,one
1,-1.5014,0.66247,-0.57215,0.4275,one
1,-1.7693,1.0385,-0.53837,0.30212,one
1,-2.5164,2.5201,-1.1613,0.21392,one
1,-2.9614,3.7472,-2.4261,0.6898,one
1,-2.4156,2.2453,-0.91321,0.13258,one
1,-2.9994,3.7448,-2.3546,0.64047,one
1,-2.4267,2.3639,-1.1075,0.23653,one
1,-2.3517,2.3464,-1.3833,0.43551,one
1,-2.3235,2.6358,-1.9733,0.74808,one
1,-2.2074,2.5448,-2.0826,0.88802,one
1,-2.1558,2.3677,-1.9149,0.83153,one
1,-2.2954,2.5505,-1.8822,0.73442,one
1,-2.3314,2.7,-2.1236,0.85776,one
1,-2.2292,1.6304,-0.2713,-0.11783,one
1,-1.719,1.0396,-0.26886,0.10774,one
1,-1.5052,0.79131,-0.3221,0.26412,one
1,-1.7574,0.79825,0.20294,-0.15524,one
1,-1.8925,1.8978,-1.494,0.56232,one
1,-2.2264,1.7753,-0.53799,0.015699,one
1,-2.6535,3.1395,-2.1376,0.68647,one
1,-2.3799,2.4696,-1.4034,0.41792,one
1,-2.2985,1.8208,-0.48092,-0.0084792,one
1,-2.4779,2.5489,-1.2904,0.29976,one
1,-1.5781,1.2091,-1.0893,0.63788,one
1,-1.2698,0.78439,-0.96714,0.70163,one
1,-2.815,3.2954,-1.9943,0.55835,one
1,-2.8102,3.4813,-2.2962,0.71201,one
1,-2.7815,3.328,-2.1684,0.67117,one
1,-2.8258,3.1865,-1.757,0.42987,one
1,-0.91079,0.10488,-0.31921,0.2062,one
1,-2.6386,3.0028,-1.9211,0.5862,one
1,-2.5938,3.1281,-2.323,0.81312,one
1,-2.606,3.1048,-2.1619,0.71291,one
1,-2.7376,3.3088,-2.2689,0.72561,one
1,-2.6778,3.2068,-2.2214,0.7156,one
1,-1.4566,0.1239,0.24668,0.091151,one
1,-2.8882,3.4661,-2.0834,0.56098,one
1,-1.888,1.0458,-0.20321,0.092477,one
1,-1.276,0.42043,-0.29702,0.29255,one
1,-1.806,1.1543,-0.55065,0.2259,one
1,-1.8426,1.3864,-0.87402,0.35262,one
1,-2.2738,2.2056,-1.1984,0.33338,one
1,-1.9542,1.1302,-0.20847,0.046716,one
1,-2.4219,2.0669,-0.63745,0.013797,one
1,-2.2085,2.3375,-1.6413,0.52963,one
1,-2.3061,2.6161,-1.8035,0.53963,one
1,-2.4308,2.8149,-2.0268,0.66064,one
1,-2.3922,2.8024,-2.0711,0.69525,one
1,-2.2513,2.4921,-1.7156,0.49757,one
1,-2.6839,2.7794,-1.4088,0.32947,one
1,-2.6996,2.8358,-1.4757,0.35692,one
1,-2.3415,2.1547,-1.0761,0.30894,one
1,-2.4299,2.4724,-1.3823,0.40078,one
1,-2.5368,2.405,-1.0739,0.22503,one
1,-2.0945,2.131,-1.5038,0.543,one
1,-2.6523,2.8381,-1.4945,0.33545,one
1,-2.1235,1.8063,-0.6759,0.038438,one
1,-2.454,2.9101,-2.072,0.74149,one
1,-2.3918,2.8587,-2.0955,0.77768,one
1,-2.4992,2.9672,-2.009,0.67155,one
1,-2.5073,2.9786,-2.0715,0.71275,one
1,-2.5951,3.1138,-2.1479,0.70934,one
1,-2.0459,1.9517,-1.4931,0.63657,one
1,-2.0043,1.2714,-0.36239,0.11329,one
1,-1.8852,1.1801,-0.52945,0.2572,one
1,-2.5488,2.9491,-2.0712,0.69307,one
1,-2.2288,2.1222,-1.1585,0.36929,one
1,-1.5541,0.92142,-0.61397,0.44939,one
1,-2.3605,2.2678,-1.131,0.2848,one
1,-1.7123,1.0742,-0.53189,0.32079,one
1,-2.3423,2.0914,-0.90837,0.21718,one
1,-1.9582,1.3754,-0.6909,0.29745,one
1,-2.1581,1.5901,-0.49877,0.089837,one
1,-2.113,1.5976,-0.65241,0.19817,one
1,-2.9935,3.6075,-2.0971,0.50483,one
1,-1.7944,0.9681,-0.23559,0.094271,one
1,-1.8922,1.7027,-1.1282,0.4726,one
1,-1.9856,1.7897,-1.1618,0.49924,one
1,-2.5635,2.6864,-1.434,0.36933,one
1,-2.2082,2.0883,-1.2059,0.42255,one
1,-2.3632,2.7512,-2.0381,0.79611,one
1,-1.7551,1.191,-0.67957,0.35084,one
1,-1.7208,1.0954,-0.5502,0.24793,one
1,-2.7214,3.2323,-2.0705,0.62922,one
1,-1.8158,0.99373,-0.41308,0.25722,one
1,-2.0537,1.6718,-1.0676,0.47743,one
1,-1.7471,1.4017,-0.9194,0.41825,one
1,-2.5464,2.9394,-1.9014,0.60741,one
1,-2.3842,1.9124,-0.47237,-0.025819,one
1,-2.6326,3.0014,-1.9012,0.5887,one
1,-2.4335,2.7007,-1.874,0.68238,one
1,-2.5556,2.9308,-2.0217,0.6983,one
1,-2.4259,2.6316,-1.7586,0.60975,one
1,-2.4138,2.6291,-1.7866,0.6444,one
1,-1.55,0.41956,0.057954,0.090235,one
1,-1.7692,0.46863,0.6452,-0.32425,one
1,-1.8559,0.74531,0.39806,-0.26526,one
1,-1.697,0.35254,0.65823,-0.28543,one
1,-1.2933,0.0046708,0.089529,0.23545,one
1,-2.1781,2.3525,-1.763,0.61135,one
1,-1.2607,0.6324,-0.51639,0.14634,one
1,-2.3652,2.4118,-1.487,0.51324,one
1,-2.5247,2.6002,-1.395,0.37629,one
1,-2.5314,2.764,-1.7422,0.56039,one
1,-2.2612,2.0556,-1.0415,0.31331,one
