1,2,3,4,5,6,7,8,9,10,y
1,-2.6159,3.1452,-3.293,3.3211,-2.7483,2.1677,-1.1507,0.045032,0.14444,one
1,-3.1663,4.5732,-4.3582,3.112,-2.0106,1.6754,-1.2507,0.53559,-0.10416,one
1,-4.3376,9.1444,-12.2957,11.2028,-6.4854,1.6529,0.66549,-0.74871,0.22216,one
1,-2.1535,2.3391,-2.1822,1.984,-1.7916,1.6638,-1.0296,0.35836,-0.089026,one
1,-2.3613,2.7635,-2.4355,2.0774,-1.9654,1.9383,-1.2727,0.41012,-0.03839,one
1,-3.6634,6.4139,-6.9796,4.9778,-1.9008,-0.25488,0.725,-0.36474,0.079442,one
1,-1.967,1.5936,-1.0241,0.52426,-0.50354,0.96467,-0.96884,0.69414,-0.26206,one
1,-2.3597,2.5809,-2.127,1.1813,-0.25269,0.20834,-0.18248,-0.085438,0.077608,one
1,-1.4545,0.32828,0.009379,0.15521,-0.18496,0.58153,-0.7387,0.60845,-0.26418,one
1,-1.4632,0.47737,-0.035533,0.062005,-0.21461,0.64211,-0.73408,0.5849,-0.24004,one
1,-1.7922,1.3551,-1.0702,1.0118,-1.0718,1.4301,-1.2474,0.60312,-0.15477,one
1,-2.0536,1.9019,-1.4133,1.0579,-1.2492,1.7643,-1.6033,0.94046,-0.30271,one
1,-2.5467,3.0897,-2.6606,1.877,-1.1706,0.88062,-0.69079,0.30512,-0.037772,one
1,-3.5445,6.6883,-8.8546,8.6314,-6.3139,3.5254,-1.4039,0.32256,-0.025535,one
1,-1.8376,0.8242,0.34121,0.17249,-1.0119,0.72275,0.20211,-0.56276,0.29082,one
1,-2.3129,2.515,-2.141,1.6482,-0.9776,0.52184,-0.17241,-0.0762,0.063876,one
1,-2.9456,4.3767,-4.7769,3.9073,-2.0496,0.6037,0.070161,-0.37121,0.21634,one
1,-3.3002,4.0738,-1.825,-0.59117,0.37316,1.9228,-3.2294,2.0922,-0.50843,one
1,-2.0261,1.8838,-1.2115,0.83238,-1.0095,1.2705,-0.89432,0.25087,-0.033979,one
1,-1.6937,1.2018,-0.83988,0.67459,-0.49538,0.37712,-0.30809,0.22243,-0.044753,one
1,-1.671,1.2088,-0.89831,0.75794,-0.62589,0.46686,-0.3278,0.25105,-0.086767,one
1,-1.571,0.85856,-0.53437,0.67315,-0.73718,0.54626,-0.4334,0.49664,-0.29413,one
1,-1.7568,1.5476,-1.1056,0.65767,-0.74101,0.89563,-0.77841,0.42131,-0.12762,one
1,-2.7563,2.7606,-1.4373,1.1617,-1.6453,1.6813,-1.2451,0.68861,-0.20389,one
1,-3.0832,3.7235,-2.534,2.0146,-2.5567,2.5403,-1.5865,0.61251,-0.12461,one
1,-3.1253,3.9185,-2.7562,1.756,-1.8484,2.2963,-2.1133,1.1502,-0.27311,one
1,-1.5524,0.79652,-0.34746,0.0044705,-0.16031,0.67752,-0.40103,0.12424,-0.073963,one
1,-2.0639,2.1006,-1.583,0.76591,-0.16255,-0.093334,0.34333,-0.21689,-0.018769,one
1,-2.4413,2.3723,-2.2096,2.8024,-2.0885,0.97026,-0.97835,0.82542,-0.23084,one
1,-2.8204,3.7758,-3.3425,2.3463,-1.7652,1.6792,-1.4102,0.83942,-0.27499,one
1,-2.1127,1.4299,0.3315,-1.3979,1.1021,0.35537,-1.5022,1.2103,-0.35944,one
1,-2.9222,3.6507,-3.0472,2.1004,-0.88308,0.25017,-0.2522,0.085365,0.039099,one
1,-2.9521,3.5099,-2.597,1.6766,-0.79962,0.59181,-0.94971,0.67671,-0.14723,one
1,-2.9055,3.687,-3.8704,4.7308,-4.5051,2.8516,-1.689,1.0435,-0.33152,one
1,-2.4985,2.4516,-1.3031,0.27085,0.3177,-0.11188,-0.11973,-0.063601,0.091772,one
1,-2.2034,1.9161,-1.1395,0.73495,-0.63534,0.78421,-0.66404,0.37471,-0.12888,one
1,-1.6834,1.1999,-0.88817,0.51518,-0.2675,0.49362,-0.10541,-0.26289,0.09716,one
1,-1.9023,1.3854,-0.70961,0.25025,-0.020094,0.43472,-0.42865,0.013948,0.064195,one
1,-2.0528,1.8996,-1.6785,1.4305,-0.99611,0.98383,-0.52489,-0.12068,0.1262,one
1,-2.9513,3.9111,-3.2057,2.0154,-1.2543,0.92641,-0.59751,0.18401,0.017679,one
1,-1.976,1.5791,-1.4574,1.4657,-0.94212,0.59976,-0.36134,0.33269,-0.23687,one
1,-1.9859,1.3567,-0.99236,1.3184,-1.015,0.53252,-0.262,0.17178,-0.12081,one
1,-2.3553,2.3344,-1.1504,0.43488,-0.7629,1.7455,-2.0597,1.1886,-0.23722,one
1,-2.3473,2.332,-1.473,0.95349,-0.92891,1.2729,-1.3607,0.86174,-0.23224,one
1,-2.3809,2.52,-1.4927,0.50192,-0.88942,1.9665,-1.9907,1.1279,-0.31477,one
1,-2.3223,2.1908,-1.5796,1.1842,-0.83263,0.54159,0.38098,-0.90865,0.3709,one
1,-1.7037,0.50151,0.26032,0.0047495,-0.087677,-0.046868,0.057799,0.18717,-0.15769,one
1,-3.0394,4.5222,-5.2468,5.6316,-5.4013,4.4923,-2.9882,1.3521,-0.30944,one
1,-3.1585,4.9389,-5.7478,5.9669,-5.7881,4.9936,-3.3375,1.4813,-0.33555,one
1,-2.7584,3.746,-4.2015,4.3333,-3.9061,3.2317,-2.0825,0.78876,-0.13457,one
1,-3.1567,4.7987,-5.3788,5.4117,-4.9484,3.8516,-2.2748,0.89576,-0.18698,one
1,-2.5359,3.5557,-4.2714,4.5962,-4.2009,3.3255,-2.0429,0.8464,-0.18414,one
1,-2.5688,3.9155,-5.1845,5.6884,-5.0367,3.7665,-2.1981,0.95661,-0.26443,one
1,-2.7793,4.2459,-5.3782,5.7523,-4.8529,3.3721,-1.8809,0.74201,-0.15999,one
1,-2.4543,3.3675,-4.1141,4.2249,-3.4137,2.3241,-1.0909,0.24144,-0.012535,one
1,-2.5487,3.5091,-4.0999,4.0272,-2.9799,1.7452,-0.6654,0.053089,0.031774,one
1,-2.5569,3.6416,-4.6105,5.1928,-4.7994,3.7498,-2.4211,1.1975,-0.33488,one
1,-2.9469,4.9332,-5.8897,5.3766,-4.254,2.8911,-1.5904,0.65101,-0.11209,one
1,-1.8724,0.8656,0.17154,-0.4202,0.05398,0.92937,-0.91379,0.22207,-0.010615,one
1,-2.4291,2.4851,-1.4168,0.23586,-0.15049,1.025,-1.2676,0.81151,-0.27114,one
1,-2.7686,4.2364,-4.8252,4.3298,-3.0459,1.7434,-0.71415,0.10086,0.016485,one
1,-2.8067,4.891,-6.4105,6.5299,-5.1752,3.2466,-1.4645,0.43964,-0.070091,one
1,-2.8617,4.0745,-4.6627,4.4457,-3.3503,2.0649,-0.56152,-0.32131,0.18261,one
1,-2.924,3.7153,-2.9381,1.8783,-1.4835,1.729,-1.4906,0.63612,-0.10213,one
1,-2.4315,2.7852,-2.9691,3.3554,-2.7869,1.8515,-1.4691,1.0166,-0.30537,one
1,-1.4843,-0.10617,0.26663,0.69127,-0.16996,0.30045,-0.91701,0.49668,-0.050647,one
1,-1.4574,-0.22023,0.34515,0.66497,-0.14751,0.4829,-1.017,0.23741,0.13971,one
1,-1.519,0.90069,-0.70532,0.50836,-0.70046,0.70193,-0.3183,0.35931,-0.19847,one
1,-2.3234,2.4626,-1.8083,1.3613,-1.1016,0.89414,-0.4163,-0.026608,0.095464,one
1,-3.344,5.5205,-6.1144,4.6466,-2.2139,0.5549,0.0029353,-0.023297,-0.0082844,one
1,-2.7111,2.7439,-1.6585,1.2836,-1.1561,1.0868,-0.88984,0.28609,0.025358,one
1,-2.49,2.8578,-2.5076,2.2882,-1.7193,1.0996,-0.99379,0.77149,-0.23598,one
1,-0.87297,0.054788,-0.76144,1.1309,-0.40022,0.37893,-0.60787,0.42084,-0.049091,one
1,-2.7401,2.9615,-1.7876,0.93351,-0.95005,1.3882,-1.0939,0.25401,0.046375,one
1,-2.3417,2.8024,-2.5616,1.7594,-1.2954,1.3599,-1.2247,0.88838,-0.3492,one
1,-2.4161,2.5363,-0.95612,-0.70515,0.44483,1.2656,-2.1276,1.5111,-0.46274,one
1,-1.7784,0.94497,-0.55647,0.42492,-0.082401,0.68055,-0.9823,0.45305,-0.083097,one
1,-1.8032,1.0677,-0.70545,0.56037,-0.074753,0.29898,-0.46252,0.067448,0.076924,one
1,-2.1549,1.9201,-1.6324,1.4646,-0.44567,-0.39679,0.61572,-0.59314,0.25185,one
1,-1.588,0.77596,-0.6219,0.91877,-0.54594,0.48641,-0.73918,0.57096,-0.21054,one
1,-1.9892,1.3984,-0.63168,0.59507,-0.72775,0.97877,-1.0129,0.57109,-0.15147,one
1,-2.4102,2.4518,-1.5642,0.60065,-0.2207,0.61911,-0.80378,0.53066,-0.18104,one
1,-3.0644,4.5535,-4.6214,3.4591,-1.9726,1.2227,-0.92812,0.51904,-0.13055,one
1,-3.4062,5.1913,-4.5578,2.2578,-0.36046,0.14894,-0.6861,0.60489,-0.16618,one
1,-3.4174,5.4482,-5.888,5.2098,-4.083,3.203,-2.4457,1.2896,-0.29987,one
1,-3.7325,6.7987,-8.1661,6.9229,-3.9003,1.3025,-0.15601,-0.11166,0.072199,one
1,-3.4964,5.894,-6.9257,6.768,-5.8579,4.5625,-2.9222,1.247,-0.24613,one
1,-2.8585,3.2077,-1.8545,0.87107,-1.2412,2.2422,-2.2862,1.1642,-0.2343,one
1,-2.8774,4.4826,-5.4258,5.5617,-4.918,3.7707,-2.369,1.1214,-0.30236,one
1,-2.8176,3.5663,-3.4867,3.3399,-2.911,2.6679,-2.4758,1.5518,-0.42564,one
1,-2.9104,3.8922,-3.7981,3.5842,-3.5323,3.4614,-2.9597,1.8063,-0.53089,one
1,-3.0091,4.2422,-4.1575,3.2708,-2.184,1.4491,-1.0359,0.66236,-0.22077,one
1,-2.8201,3.5702,-3.1704,2.5141,-2.0824,1.9507,-1.5955,0.90571,-0.25542,one
1,-2.6632,3.2096,-3.0818,2.9228,-2.6722,2.7161,-2.3321,1.1509,-0.22718,one
1,-0.9838,-0.16796,-0.12233,0.47583,-0.7334,0.70757,0.094388,0.064378,-0.24418,one
1,-2.9153,3.5332,-2.5602,1.406,-0.5775,-0.0040133,0.31849,-0.26211,0.070983,one
1,-2.9494,3.6966,-2.8898,1.6935,-0.39872,-0.74377,1.1686,-0.78213,0.21587,one
1,-2.7715,3.1502,-2.1484,1.0694,-0.16182,-0.56787,0.80919,-0.4493,0.077484,one
1,-2.7633,2.9468,-1.4983,0.43012,-0.44247,0.64923,-0.32773,-0.05851,0.07368,one
1,-2.3258,1.9767,-1.0014,0.62353,-0.52409,0.40397,-0.34952,0.42566,-0.22318,one
1,-2.4928,2.4833,-2.0113,2.4932,-2.6778,2.1166,-1.6101,1.0075,-0.30491,one
1,-2.4558,2.5324,-2.2131,2.5788,-2.5772,2.0639,-1.5423,0.81951,-0.19562,one
1,-3.9215,6.6304,-6.2038,3.8895,-3.2557,4.3581,-4.1806,2.1362,-0.44637,one
1,-3.866,6.6265,-6.6283,4.577,-3.2741,3.3798,-3.0272,1.5493,-0.32914,one
1,-2.3874,2.1713,-1.165,1.0159,-1.2177,1.0145,-0.53642,0.17062,-0.039715,one
1,-2.8015,3.5463,-2.7961,1.8315,-1.5148,1.7734,-1.8186,1.102,-0.27414,one
1,-2.7665,3.2018,-1.8411,0.45886,-0.39952,1.5266,-2.3617,1.7123,-0.49665,one
1,-2.3057,2.3789,-1.1883,-0.00068568,0.0028,0.85514,-1.2927,0.88267,-0.26028,one
1,-2.1094,1.8515,-0.61941,-0.25957,-0.050051,0.97413,-1.1994,0.69351,-0.18478,one
1,-2.6319,2.9457,-2.3112,1.9144,-1.8871,1.9963,-1.4333,0.43612,0.00089061,one
1,-2.2586,2.2879,-1.3813,0.35219,-0.23771,0.8216,-0.93562,0.62071,-0.2143,one
1,-2.2303,1.7036,-0.29117,-0.45584,-0.2746,1.4052,-1.1073,0.37647,-0.10941,one
1,-2.44,2.2668,-0.65169,-0.79338,0.31046,1.4351,-1.9489,1.2274,-0.3914,one
1,-2.2332,2.0302,-1.1681,0.28022,-0.137,0.59763,-0.43693,0.25745,-0.17375,one
1,-0.51813,0.16999,-0.35659,0.03309,-0.236,0.081013,-0.17042,0.18684,-0.12208,one
1,-2.1774,1.5817,-0.23201,-0.45244,-0.19741,1.2366,-0.85838,0.13525,-0.016278,one
1,-2.5982,2.6545,-1.7989,1.53,-1.3916,1.1787,-1.025,0.65153,-0.18744,one
1,-2.1833,1.7125,-1.1384,1.472,-1.1684,0.54341,-0.74266,0.87338,-0.3431,one
1,-1.9263,1.2822,-0.99035,1.2945,-0.69291,0.1057,-0.2745,0.37312,-0.13517,one
1,-2.928,4.1206,-3.8332,2.8501,-2.695,3.3372,-3.1373,1.833,-0.51984,one
1,-2.346,2.4807,-2.3884,2.1828,-1.2595,0.58681,-0.34832,0.093839,0.038006,one
1,-2.2609,2.3922,-2.2394,1.4825,-0.22294,-0.28178,0.43911,-0.43505,0.16604,one
1,-3.0466,4.7057,-5.2701,4.7305,-3.3456,1.9669,-0.97953,0.29358,-0.019351,one
1,-3.4869,4.9343,-3.4464,1.6027,-2.2784,3.8665,-3.5034,1.6469,-0.32876,one
1,-2.0375,2.3424,-2.254,1.5057,-0.43398,-0.23811,0.53092,-0.37058,0.11112,one
1,-2.1565,2.3061,-1.9038,1.1858,-0.5829,0.32102,-0.022397,-0.079747,0.017796,one
1,-2.0166,1.8853,-1.5028,1.0141,-0.50191,0.22764,0.11227,-0.17023,0.027658,one
1,-2.4846,2.2835,-0.92099,0.499,-1.1249,1.2181,-0.23989,-0.41926,0.22352,one
1,-2.013,1.7847,-1.9018,2.1117,-1.7403,1.6017,-1.1357,0.37611,-0.041772,one
1,-3.103,4.8585,-5.8681,6.011,-5.0823,3.6727,-2.0946,0.691,-0.072574,one
1,-3.905,7.8286,-11.2829,12.9129,-11.9018,8.9598,-5.4087,2.2765,-0.47147,one
1,-2.9983,4.6803,-5.4832,4.9745,-3.5256,2.2107,-1.2705,0.51251,-0.085389,one
1,-3.0378,4.6402,-5.4013,5.3563,-4.6136,3.7708,-2.7253,1.2634,-0.24012,one
1,-3.0834,4.749,-5.2022,4.2422,-2.3039,0.71429,0.094265,-0.32469,0.14302,one
1,-1.6998,1.0847,-0.86935,0.42227,0.10883,0.23214,-0.19846,-0.0094457,-0.036161,one
1,-1.663,1.0488,-0.7433,0.70958,-0.82119,0.78226,-0.33677,0.28823,-0.19143,one
1,-1.1825,0.26657,-0.080223,0.12172,-0.47662,0.7595,-0.21735,0.047947,-0.13389,one
1,-3.1884,4.803,-4.5488,3.1332,-2.3402,2.386,-2.1349,1.2847,-0.37985,one
1,-2.6274,2.7089,-1.4874,0.77661,-1.0603,1.3819,-0.91898,0.28829,-0.05125,one
1,-2.0506,1.7716,-1.0803,0.611,-0.58662,0.65971,-0.4347,0.21544,-0.056337,one
1,-1.9725,1.6171,-0.88795,0.27994,-0.23805,0.51171,-0.43253,0.28709,-0.11467,one
1,-1.9421,1.6448,-1.0435,0.4515,-0.34658,0.5139,-0.28767,0.089375,-0.03292,one
1,-2.0972,1.8343,-0.95281,0.28847,-0.3634,0.7185,-0.57353,0.16608,0.02688,one
1,-2.0446,1.6714,-0.8093,0.1816,-0.033029,0.2173,-0.22831,0.15318,-0.053216,one
1,-2.5,3.4718,-4.0138,4.106,-3.7532,2.82,-1.4616,0.5802,-0.18525,one
1,-2.3177,2.9064,-2.9578,2.7061,-2.4233,1.8939,-0.93209,0.303,-0.086422,one
1,-2.6872,3.7034,-3.8951,3.6441,-3.3201,2.8729,-1.8778,0.80259,-0.19645,one
1,-1.2471,0.65875,-0.63126,0.78175,-0.51623,0.67985,-0.70284,0.34082,-0.090289,one
1,-3.1394,3.8114,-2.161,0.99051,-1.297,1.4426,-0.99704,0.52286,-0.15366,one
1,-2.2596,2.0844,-1.4493,1.0943,-0.819,0.85972,-0.65068,0.10636,0.053696,one
1,-1.7933,1.0448,-0.65771,0.75719,-0.71317,0.65233,-0.48144,0.41577,-0.21261,one
1,-1.7903,1.0732,-0.64533,0.73542,-0.59522,0.57457,-0.55095,0.22644,-0.0066528,one
1,-2.3923,2.4231,-1.3672,0.51187,-0.32727,0.69191,-0.77149,0.37571,-0.050929,one
1,-1.6493,0.24876,0.046367,1.6174,-1.5313,0.11029,-0.17786,0.65177,-0.27774,one
1,-2.2319,1.9495,-1.17,1.1189,-1.4112,1.484,-1.0577,0.43358,-0.092162,one
1,-2.9983,4.8341,-6.5221,7.4149,-6.5841,4.8157,-2.9217,1.2571,-0.27169,one
1,-3.1904,5.3144,-6.6436,6.7408,-5.4173,3.5825,-2.0322,0.86557,-0.19602,one
1,-3.2687,5.2825,-6.1581,5.8389,-4.4037,2.7607,-1.6178,0.76925,-0.18345,one
1,-2.3656,2.6032,-1.3576,-0.19635,0.05688,1.3647,-2.0107,1.5201,-0.52124,one
1,-2.5172,2.9365,-1.6722,-0.08017,0.26319,0.94851,-1.6489,1.2766,-0.41183,one
1,-2.2163,2.0591,-1.4329,0.95413,-0.66941,0.67605,-0.62825,0.43094,-0.151,one
1,-2.2167,1.8454,-0.76709,0.18714,-0.36822,0.7825,-0.55288,0.097609,0.011985,one
1,-2.8586,3.32,-2.0127,0.62108,-0.31881,0.79128,-0.84829,0.36611,-0.05106,one
1,-2.7679,3.124,-1.6997,0.1995,-0.16118,1.2276,-1.6875,1.062,-0.28567,one
1,-2.5122,2.1669,-0.6952,0.39676,-1.102,1.4627,-1.0373,0.38613,-0.057731,one
1,-3.0123,4.0719,-2.8342,0.32936,0.93508,-0.27273,-0.57741,0.61185,-0.23545,one
1,-2.7071,2.826,-0.83139,-0.98773,0.5071,1.1444,-1.5519,0.81365,-0.19608,one
1,-3.5204,5.965,-7.0824,7.3201,-6.9025,5.5735,-3.4776,1.4196,-0.26026,one
1,-3.6513,6.4559,-8.0136,8.3249,-7.3374,5.3812,-3.2462,1.3946,-0.27901,one
1,-1.5501,0.94135,-0.67719,0.55486,-0.66301,0.66478,-0.37763,0.4246,-0.22216,one
1,-3.2531,5.4754,-6.7044,6.802,-6.0559,4.5555,-2.514,0.87682,-0.1302,one
1,-3.4241,6.2712,-8.4378,8.9661,-7.8628,5.7802,-3.36,1.4235,-0.33176,one
1,-2.8382,3.3814,-2.9758,2.9349,-2.0172,0.30286,0.18549,0.21575,-0.17584,one
1,-3.0001,5.0376,-6.5285,6.6792,-5.5007,3.7533,-1.8445,0.55309,-0.10281,one
1,-2.9289,4.3109,-4.7997,4.6331,-4.0945,3.2319,-1.8001,0.55734,-0.088023,one
1,-1.5736,0.72651,-0.61292,1.7024,-1.727,0.65851,-0.45756,0.77797,-0.38924,one
1,-1.7469,1.81,-1.9889,2.226,-1.8048,1.3168,-1.2109,0.6859,-0.25333,one
1,-2.9441,4.2858,-4.98,5.2234,-4.736,3.9068,-2.5873,1.0116,-0.15938,one
1,-2.7071,2.6613,-1.3317,0.9888,-1.2362,0.87049,-0.31166,0.17289,-0.095697,one
1,-2.5666,2.5956,-1.2739,0.024306,0.79142,-0.55942,-0.49537,0.80342,-0.28656,one
1,-2.7594,3.4027,-2.6615,1.2687,0.27222,-0.83753,0.37305,-0.041273,0.0264,one
1,-2.8418,3.6813,-3.7457,3.5445,-2.4853,1.4566,-0.91991,0.36514,-0.028961,one
1,-3.2852,4.9386,-5.0932,4.5672,-3.6046,2.5009,-1.5845,0.73125,-0.14898,one
1,-1.8611,1.2748,-0.5784,0.24518,-0.11459,0.59117,-0.81241,0.43172,-0.10116,one
1,-1.6848,0.94103,-0.62575,0.67216,-0.48687,0.61189,-0.56903,0.31612,-0.11514,one
1,-2.4452,2.7098,-2.0217,1.1419,-0.68248,0.95256,-1.1306,0.7459,-0.21772,one
1,-2.467,2.7909,-2.4433,2.1901,-1.7187,1.2062,-0.7801,0.34645,-0.052468,one
1,-2.4602,2.5738,-2.0656,1.9243,-1.4519,0.81088,-0.35432,0.017221,0.068699,one
1,-2.5998,2.6617,-1.5544,1.0186,-0.91178,0.77235,-0.67555,0.42375,-0.10713,one
1,-3.7991,6.8623,-8.5358,8.6737,-7.3793,4.8944,-2.1042,0.33845,0.058955,one
1,-2.1407,1.3252,-0.28375,0.77383,-1.1813,0.49813,0.20454,-0.23904,0.055929,one
1,-2.2808,1.574,-0.33172,0.71724,-1.3998,0.88719,0.053948,-0.32738,0.12044,one
1,-2.5773,3.128,-2.5494,1.2141,-0.048387,-0.38877,0.43969,-0.21777,0.027685,one
1,-2.1228,1.0451,0.33974,0.066255,-0.56555,0.64774,-0.81643,0.53005,-0.10334,one
1,-2.6016,3.1871,-3.0451,2.6386,-1.4923,0.50377,-0.22626,0.055671,0.057859,one
1,-2.7176,3.4361,-3.0538,2.0259,-0.60139,-0.32542,0.46093,-0.24701,0.063848,one
1,-2.7205,3.3957,-3.0772,2.4508,-1.3003,0.27828,0.062236,-0.10667,0.071447,one
1,-2.4531,2.715,-2.2497,1.8448,-1.0782,0.42866,-0.26602,0.12691,0.019286,one
1,-2.6289,3.3017,-3.0877,2.4933,-1.3289,0.35275,-0.11589,0.10642,-0.0065582,one
1,-2.5156,2.4712,-1.5124,1.0564,-1.1463,1.3589,-0.93117,0.22504,0.010677,one
1,-3.2731,4.6511,-3.9059,2.6386,-2.4917,3.32,-3.3983,1.9427,-0.45949,one
1,-3.1125,4.964,-5.7322,5.0735,-3.4015,1.7341,-0.65094,0.22415,-0.083246,one
1,-2.5466,2.9559,-2.3196,1.5644,-1.3803,1.3882,-0.8895,0.4064,-0.15646,one
1,-3.1217,4.7496,-4.5577,2.9957,-1.9632,2.0247,-1.9317,1.1878,-0.355,one
1,-1.9578,1.2694,-0.61407,0.82672,-0.78992,0.64045,-0.56087,0.33191,-0.11347,one
1,-2.4046,2.1674,-1.0184,0.81929,-1.1281,0.96538,-0.52745,0.25795,-0.097653,one
1,-2.0978,1.5732,-0.74928,0.79042,-0.9021,0.82172,-0.60074,0.30224,-0.11453,one
1,-2.5073,2.1778,-1.1581,1.2491,-1.1559,0.80661,-0.90845,0.64837,-0.14287,one
1,-2.544,3.0101,-2.8125,2.4896,-1.9285,1.6489,-1.2598,0.45482,-0.017881,one
1,-2.8547,3.9498,-4.035,3.6148,-3.1341,2.7601,-1.913,0.7788,-0.13592,one
1,-1.1606,0.064736,-0.20776,0.88706,-0.49355,0.25772,-0.44271,0.35472,-0.10334,one
1,-1.4868,0.577,-0.46555,0.45719,-0.031235,-0.048757,0.070594,0.018267,-0.090192,one
1,-1.6536,0.94351,-0.72208,0.72076,-0.64005,0.66855,-0.53908,0.47194,-0.22589,one
1,-1.3014,0.31488,-0.54902,0.82492,-0.46684,0.2808,-0.052347,0.17162,-0.17666,one
1,-1.5792,0.99436,-1.0802,0.91929,-0.59189,0.71111,-0.63858,0.63548,-0.32841,one
1,-2.1739,1.8509,-1.2249,1.2458,-1.4551,1.3901,-0.78784,0.26137,-0.081393,one
1,-2.3324,2.3863,-1.9769,1.9413,-1.8306,1.4578,-0.92815,0.47857,-0.15477,one
1,-2.6412,3.6197,-3.6111,2.8678,-1.7745,1.0153,-0.59587,0.26613,-0.056031,one
1,-1.9515,1.308,-0.79146,1.3286,-1.5029,1.0267,-0.51871,0.19881,-0.029886,one
1,-1.5218,0.47341,-0.57061,1.4866,-1.0406,0.42259,-0.52086,0.47381,-0.14586,one
1,-2.0869,1.8734,-1.523,1.4863,-1.4517,1.4695,-0.93389,0.30011,-0.072222,one
1,-2.1605,2.2551,-2.3192,2.2166,-1.5939,1.2234,-0.90757,0.57196,-0.24482,one
1,-1.8645,1.5935,-1.536,1.52,-1.0501,0.76383,-0.62826,0.54922,-0.26587,one
1,-2.3065,2.177,-1.1773,0.74962,-1.166,1.5409,-0.98751,0.26402,-0.029718,one
1,-2.421,2.6776,-2.4054,2.4388,-2.2767,1.6134,-0.97914,0.62659,-0.21142,one
1,-2.4548,2.5997,-2.1027,1.9808,-1.9465,1.5872,-1.0472,0.65039,-0.23297,one
1,-2.53,2.7571,-1.924,1.59,-1.9832,1.9692,-1.142,0.34293,-0.0065815,one
1,-2.4852,2.7096,-1.7758,1,-1.246,1.7314,-1.3522,0.56456,-0.076924,one
1,-2.1916,1.7785,-1.1388,1.6399,-1.9192,1.2128,-0.7462,0.69702,-0.28685,one
1,-3.2472,5.2935,-6.0784,5.2196,-3.2314,1.5182,-0.52152,-0.054384,0.12083,one
1,-2.6712,3.1021,-2.4908,1.8485,-1.5539,1.7592,-1.738,1.0475,-0.28859,one
1,-2.6712,3.1021,-2.4908,1.8485,-1.5539,1.7592,-1.738,1.0475,-0.28859,one
1,-2.7567,2.8729,-1.3588,0.80006,-1.3774,1.4505,-0.91853,0.44431,-0.1379,one
1,-2.8668,3.2716,-1.8504,0.99595,-1.4313,1.7347,-1.2779,0.5996,-0.15318,one
1,-2.351,1.8617,-0.51657,0.014039,-0.040645,0.22154,-0.29497,0.08331,0.025617,one
1,-1.5064,0.60892,-0.41218,0.58569,-0.63072,0.72026,-0.38198,0.10917,-0.070042,one
1,-2.7509,3.5376,-2.8269,1.313,-0.30568,0.48647,-1.0099,0.93824,-0.33572,one
1,-2.3733,2.571,-1.6673,0.60572,-0.10867,0.38342,-0.62507,0.3442,-0.036552,one
